AUDIOTEXT,Trigger,segment,tmin,Order,tmax,cfg.bu,islexical,wordlength,logfreq
do,1,5,36.51924317,866,36.630096,1,0,0.1077,14.12
cats,1,5,36.62699817,867,37.085062,2,1,0.455,9.78
eat,1,5,37.15380017,868,37.408327,1,0,0.2515,10.48
bats,1,5,37.40522917,869,37.796856,2,1,0.3885,8.26
I,1,5,37.79375817,870,37.866118,1,0,0.0693,15.79
wonder,1,5,37.86302017,871,38.439691,6,1,0.5735,10.86
And,1,5,39.51244017,872,39.719075,1,0,0.2035,16.19
here,1,5,39.71597717,873,39.970504,2,0,0.2514,13.08
Alice,1,5,39.96740617,874,40.437443,2,1,0.467,8.65
began,1,5,40.43434517,875,40.832545,1,1,0.3951,10.61
to,1,5,40.82944717,876,40.952273,1,0,0.1197,16.35
get,1,5,40.94917517,877,41.15581,1,1,0.2035,13.79
rather,1,5,41.15271217,878,41.403349,1,1,0.2476,11.89
sleepy,1,5,41.40025117,879,42.041796,7,1,0.6384,7.09
and,1,5,42.38590917,880,42.554021,1,0,0.1651,16.19
went,1,5,42.55092317,881,42.820028,1,1,0.266,11.66
on,1,5,42.81693017,882,43.011592,1,0,0.1915,15.08
saying,1,5,43.00849417,883,43.43064,1,1,0.4191,11.47
to,1,5,43.42754217,884,43.586286,1,0,0.1556,16.35
herself,1,5,43.58318817,885,44.137034,3,0,0.5508,9.88
in,1,5,44.13393617,886,44.220844,1,0,0.0838,15.9
a,1,5,44.21774617,887,44.280708,1,0,0.0598,16.18
dreamy,1,5,44.27761017,888,44.651864,1,1,0.3712,6.33
sort,1,5,44.64876617,889,44.92115,2,1,0.2693,11.28
of,1,5,44.91805217,890,45.094858,1,0,0.1737,16.21
way,1,5,45.09176017,891,45.346286,12,0,0.2514,13.1
Do,1,5,45.91788217,892,46.063164,1,0,0.1422,14.12
cats,1,5,46.06006617,893,46.491721,2,1,0.4286,9.78
eat,1,5,46.48862317,894,46.687239,1,1,0.1955,10.48
bats,1,5,46.68414117,895,47.275244,5,1,0.588,8.26
Do,1,5,47.54618117,896,47.669007,1,0,0.1197,14.12
cats,1,5,47.66590917,897,48.076082,2,1,0.4071,9.78
eat,1,5,48.07298417,898,48.306826,1,1,0.2308,10.48
bats,1,5,48.30372817,899,48.971305,5,1,0.6644,8.26
and,1,5,49.13856217,900,49.299948,1,0,0.1583,16.19
sometimes,1,5,49.29685017,901,50.076523,2,1,0.7766,11.32
Do,1,5,50.07342517,902,50.228033,1,0,0.1515,14.12
bats,1,5,50.22493517,903,50.550533,2,1,0.3225,8.26
eat,1,5,50.54743517,904,50.727362,1,1,0.1768,10.48
cats,1,5,50.72426417,905,51.344224,7,1,0.6169,9.78
for,1,5,51.94933017,906,52.064978,1,0,0.1125,15.42
you,1,5,52.06188017,907,52.155684,2,0,0.0907,15.43
see,1,5,52.15258617,908,52.553905,4,1,0.3982,13.27
as,1,5,52.55080717,909,52.685606,1,0,0.1317,14.79
she,1,5,52.68250817,910,52.865198,2,0,0.1796,13.1
could,1,5,52.86210017,911,53.070884,1,0,0.3417,13.21
nt,1,5,53.06778617,912,53.206842,1,0,0,14.77
answer,1,5,53.20374417,913,53.69132,1,1,0.4845,11.6
either,1,5,53.68822217,914,54.062477,1,0,0.3711,12.17
question,1,5,54.05937917,915,54.697034,6,1,0.6346,12.12
it,1,5,54.89747417,916,55.080164,2,0,0.1796,15.37
did,1,5,55.07706617,917,55.274625,1,0,0.1945,12.85
nt,1,5,55.27152717,918,55.403429,1,0,0.1288,14.77
much,1,5,55.40033117,919,55.614842,2,0,0.2114,13.09
matter,1,5,55.61174417,920,55.978123,1,1,0.3633,11.61
which,1,5,55.97502517,921,56.193633,1,0,0.2155,13.8
way,1,5,56.19053517,922,56.337307,2,1,0.1436,13.1
she,1,5,56.33420917,923,56.552817,2,0,0.2156,13.1
put,1,5,56.54971917,924,56.804245,1,1,0.2514,12.32
it,1,5,56.80114717,925,56.959892,9,0,0.1556,15.37
She,1,5,57.93856217,926,58.133225,2,0,0.1916,13.1
felt,1,5,58.13012717,927,58.360708,1,1,0.2274,10.82
that,1,5,58.35761017,928,58.504381,1,0,0.1437,15.48
she,1,5,58.50128317,929,58.719892,2,0,0.2155,13.1
was,1,5,58.71679417,930,58.935402,1,0,0.2155,14.56
dozing,1,5,58.93230417,931,59.366422,1,1,0.4311,5.09
off,1,5,59.36332417,932,59.689687,7,0,0.3232,12.65
and,1,5,59.68658917,933,59.857307,1,0,0.1676,16.19
had,1,5,59.85420917,934,60.036898,1,0,0.1796,13.53
just,1,5,60.03380017,935,60.420028,2,0,0.3832,13.84
begun,1,5,60.41693017,936,60.81513,1,1,0.3951,8.9
to,1,5,60.81203217,937,60.922885,1,0,0.1077,16.35
dream,1,5,60.91978717,938,61.270096,1,1,0.3472,10.39
that,1,5,61.26699817,939,61.389824,1,0,0.1198,15.48
she,1,5,61.38672617,940,61.593361,2,0,0.2035,13.1
was,1,5,61.59026317,941,61.76098,1,0,0.1676,14.56
walking,1,5,61.75788217,942,62.180028,1,1,0.4191,9.83
hand,1,5,62.17693017,943,62.518514,2,1,0.3385,11.73
in,1,5,62.51541617,944,62.646966,1,0,0.1284,15.9
hand,1,5,62.64386817,945,62.958259,4,1,0.3113,11.73
with,1,5,62.95516117,946,63.137851,1,0,0.1796,14.97
Dinah,1,5,63.13475317,947,63.544926,4,1,0.4071,12.85
and,1,5,63.94890217,948,64.088981,1,0,0.137,16.19
,99,,,949,,,0,0,14.56
saying,1,5,64.08588317,950,64.55064,1,1,0.4617,11.47
to,1,5,64.54754217,951,64.694313,1,0,0.1437,16.35
her,1,5,64.69121517,952,64.861932,1,0,0.1676,13.3
very,1,5,64.85883417,953,65.316898,1,1,0.4549,13.28
earnestly,1,5,65.31380017,954,65.951456,16,1,0.6346,5.79
Now,1,6,0.323245298,955,0.571267,2,1,0.2473,13.3
Dinah,1,6,0.568708743,956,0.934612,1,1,0.3633,12.85
tell,1,6,1.039808743,957,1.425496,1,1,0.3831,12.21
me,1,6,1.422937743,958,1.593115,2,0,0.1676,14.08
the,1,6,1.590556743,959,1.73296,1,0,0.1399,16.96
truth,1,6,1.730401743,960,2.347401,6,1,0.6144,10.87
did,1,6,2.380761743,961,2.60306,1,0,0.2198,12.85
you,1,6,2.600501743,962,2.754476,2,0,0.1514,15.43
ever,1,6,2.847699743,963,3.209442,2,0,0.3592,12.07
eat,1,6,3.206883743,964,3.3816,1,1,0.1721,10.48
a,1,6,3.379041743,965,3.537439,1,0,0.1559,16.18
bat,1,6,3.534880743,966,3.942187,6,1,0.4047,8.77
when,1,6,4.739400743,967,4.96969,2,0,0.2277,13.76
suddenly,1,6,4.967131743,968,5.699782,4,1,0.7301,9.96
thump,1,6,5.972597743,969,6.298422,2,1,0.3232,6.65
thump,1,6,6.738856743,970,6.992843,2,1,0.2515,6.65
down,1,6,7.229740743,971,7.531619,1,0,0.2993,12.59
she,1,6,7.529060743,972,7.759102,4,0,0.2275,13.1
came,1,6,7.756543743,973,8.214068,1,1,0.455,11.65
upon,1,6,8.211509743,974,8.569535,1,0,0.3555,11.27
a,1,6,8.566976743,975,8.657061,1,0,0.0875,16.18
heap,1,6,8.654502743,976,8.920462,2,1,0.2634,8.37
of,1,6,8.917903743,977,9.016245,1,0,0.0958,16.21
sticks,1,6,9.013686743,978,9.472102,1,1,0.4558,8.54
and,1,6,9.469543743,979,9.614884,1,0,0.1428,16.19
dry,1,6,9.612325743,980,9.842367,2,1,0.2275,9.87
leaves,1,6,9.839808743,981,10.345224,7,1,0.5028,9.9
and,1,6,10.90538674,982,11.075564,1,0,0.1676,16.19
the,1,6,11.07300574,983,11.147401,1,0,0.0718,16.96
fall,1,6,11.14484274,984,11.482639,2,1,0.3353,10.74
was,1,6,11.48008074,985,11.674635,1,0,0.192,14.56
over,1,6,11.67207674,986,11.997469,6,0,0.3228,13.02
Alice,1,6,13.28797174,987,13.685632,2,1,0.3951,8.65
was,1,6,13.68307374,988,13.853252,1,0,0.1676,14.56
not,1,6,13.85069374,989,14.056261,1,0,0.203,14.77
a,1,6,14.05370274,990,14.140598,1,0,0.0843,16.18
bit,1,6,14.13803974,991,14.356109,2,1,0.2155,11.98
hurt,1,6,14.35355074,992,14.799102,4,1,0.443,10.24
and,1,6,15.04797174,993,15.206177,1,0,0.1556,16.19
she,1,6,15.20361874,994,15.373796,2,0,0.1676,13.1
jumped,1,6,15.37123774,995,15.732979,1,1,0.3592,8.71
up,1,6,15.73042074,996,15.936517,2,0,0.2035,13.74
onto,1,6,15.93395874,997,16.08019,1,0,0.1437,10.53
her,1,6,16.07763174,998,16.223864,1,0,0.1437,13.3
feet,1,6,16.22130574,999,16.559102,3,1,0.3352,10.6
in,1,6,16.55654374,1000,16.693894,1,0,0.1348,15.9
a,1,6,16.69133574,1001,16.750666,1,0,0.0568,16.18
moment,1,6,16.74810774,1002,17.229578,7,1,0.4789,10.68
she,1,6,18.05314174,1003,18.271211,2,0,0.2155,13.1
looked,1,6,18.26865274,1004,18.558558,1,1,0.2874,11.07
up,1,6,18.55599974,1005,18.845905,4,0,0.2873,13.74
but,1,6,18.87926474,1006,19.013524,1,0,0.1317,14.57
it,1,6,19.01096574,1007,19.08536,2,0,0.0719,15.37
was,1,6,19.08280174,1008,19.23126,1,0,0.1459,14.56
all,1,6,19.22870174,1009,19.492435,1,0,0.2612,14.35
dark,1,6,19.48987674,1010,19.887537,1,1,0.3951,11.17
overhead,1,6,19.88497874,1011,20.426313,6,1,0.5387,9.05
before,1,6,20.95055674,1012,21.444,2,1,0.4909,12.75
her,1,6,21.44144174,1013,21.587673,2,0,0.1437,13.3
was,1,6,21.58511474,1014,21.839102,1,0,0.2514,14.56
another,1,6,21.83654374,1015,22.186313,1,1,0.3472,12.56
long,1,6,22.18375474,1016,22.461687,1,1,0.2754,12.52
passage,1,6,22.45912874,1017,23.060326,4,1,0.5987,9.1
and,1,6,23.41695174,1018,23.551211,1,0,0.1317,16.19
the,1,6,23.54865274,1019,23.623047,1,0,0.0719,16.96
White,1,6,23.62048874,1020,23.910394,1,1,0.2873,11.92
Rabbit,1,6,23.90783574,1021,24.245632,2,1,0.3353,8.66
was,1,6,24.24307374,1022,24.377333,1,0,0.1317,14.56
still,1,6,24.37477474,1023,24.748034,2,0,0.3707,12.8
in,1,6,24.74547574,1024,24.868217,1,0,0.1201,15.9
sight,1,6,24.86565874,1025,25.26332,3,1,0.3951,9.57
hurrying,1,6,25.26076174,1026,25.802095,1,1,0.5388,5.02
down,1,6,25.79953674,1027,26.101415,2,0,0.2993,12.59
it,1,6,26.09885674,1028,26.233115,8,,0.1317,15.37
There,1,6,27.21232574,1029,27.37053,2,0,0.1557,14.09
was,1,6,27.36797174,1030,27.538149,1,0,0.1676,14.56
not,1,6,27.53559074,1031,27.736305,1,0,0.1981,14.77
a,1,6,27.73374674,1032,27.801551,1,0,0.0653,16.18
moment,1,6,27.79899274,1033,28.208626,1,1,0.407,10.68
to,1,6,28.20606774,1034,28.292435,1,0,0.0839,16.35
be,1,6,28.28987674,1035,28.404309,1,0,0.1118,14.95
lost,1,6,28.40175074,1036,28.99883,9,1,0.5946,11.27
away,1,6,29.27164574,1037,29.585496,2,0,0.3113,11.92
went,1,6,29.58293774,1038,29.812979,1,1,0.2275,11.66
Alice,1,6,29.81042074,1039,30.232027,2,1,0.4191,8.65
like,1,6,30.22946874,1040,30.399646,1,0,0.1676,13.87
the,1,6,30.39708774,1041,30.507401,1,0,0.1077,16.96
wind,1,6,30.50484274,1042,30.950394,4,0,0.443,10.07
and,1,6,31.00769974,1043,31.18985,1,0,0.1796,16.19
was,1,6,31.18729174,1044,31.453252,1,0,0.2634,14.56
just,1,6,31.45069374,1045,31.816003,2,0,0.3627,13.84
in,1,6,31.81344474,1046,31.932163,1,0,0.1162,15.9
time,1,6,31.92960474,1047,32.195564,1,1,0.2634,13.58
to,1,6,32.19300574,1048,32.30332,1,0,0.1077,16.35
hear,1,6,32.30076174,1049,32.5281,1,1,0.2248,11.41
it,1,6,32.52554174,1050,32.674476,10,0,0.1464,15.37
say,1,6,32.67191774,1051,33.068552,1,1,0.3941,12.79
as,1,6,33.06599374,1052,33.22872,1,0,0.1601,14.79
it,1,6,33.22616174,1053,33.344952,2,0,0.1163,15.37
turned,1,6,33.34239374,1054,33.631303,1,1,0.2863,10.84
a,1,6,33.62874474,1055,33.704136,1,0,0.0729,16.96
corner,1,6,33.70157774,1056,34.206993,8,1,0.5028,10.05
Oh,1,6,34.63545474,1057,34.883703,1,0,0.2457,11.64
my,1,6,34.88114474,1058,35.057061,1,0,0.1734,14.39
ears,1,6,35.05450274,1059,35.338233,1,1,0.2812,9.41
and,1,6,35.33567474,1060,35.476109,1,0,0.1378,16.19
whiskers,1,6,35.47355074,1061,35.931075,2,1,0.455,6.08
how,1,6,36.08416274,1062,36.218422,1,0,0.1317,13.52
late,1,6,36.21586374,1063,36.475968,2,1,0.2576,10.92
it,1,6,36.47340974,1064,36.600228,2,0,0.2489,15.37
s,1,6,36.59766974,1065,36.724827,1,0,0,15.68
getting,1,6,36.72226874,1066,37.136118,8,1,0.4112,11.99
She,1,6,37.65259774,1067,37.858694,2,0,0.2035,13.1
was,1,6,37.85613574,1068,38.026313,1,0,0.1676,14.56
close,1,6,38.02375474,1069,38.361551,1,1,0.3353,11.35
behind,1,6,38.35899274,1070,38.778115,1,0,0.4165,11.08
it,1,6,38.77555674,1071,38.912299,4,0,0.1342,15.37
when,1,6,38.90974074,1072,39.032027,2,0,0.1198,13.76
she,1,6,39.02946874,1073,39.223592,2,0,0.1915,13.1
turned,1,6,39.22103374,1074,39.522911,1,1,0.2993,10.84
the,1,6,39.52035274,1075,39.594748,1,0,0.0719,16.96
corner,1,6,39.59218974,1076,40.049714,7,1,0.4549,10.05
but,1,6,40.35844874,1077,40.50468,1,0,0.1437,14.57
the,1,6,40.50212174,1078,40.612435,1,0,0.1078,16.96
Rabbit,1,6,40.60987674,1079,40.983592,2,1,0.3711,8.66
was,1,6,40.98103374,1080,41.211075,1,0,0.2275,14.56
no,1,6,41.20851674,1081,41.438558,1,0,0.2275,13.96
longer,1,6,41.43599974,1082,41.761823,2,1,0.3232,11.2
to,1,6,41.75926474,1083,41.929442,1,0,0.1677,16.35
be,1,6,41.92688374,1084,42.070765,1,0,0.1413,14.95
seen,1,6,42.06820674,1085,42.552027,9,1,0.4813,11.99
she,1,6,43.01640774,1086,43.258422,2,0,0.2394,13.1
found,1,6,43.25586374,1087,43.557741,1,1,0.2994,12.21
herself,1,6,43.55518274,1088,44.060598,2,0,0.5028,9.88
in,1,6,44.05803974,1089,44.180326,1,0,0.1198,15.9
a,1,6,44.17776774,1090,44.240882,1,0,0.0605,16.18
long,1,6,44.23832374,1091,44.731075,1,1,0.4902,12.52
low,1,6,44.72851674,1092,45.138149,2,1,0.4071,11.36
hall,1,6,45.13559074,1093,45.557197,2,1,0.419,10.42
which,1,6,45.55463874,1094,45.880462,2,0,0.3233,13.8
was,1,6,45.87790374,1095,46.072027,1,0,0.1916,14.56
lit,1,6,46.06946874,1096,46.311483,1,1,0.2394,8.59
up,1,6,46.30892474,1097,46.538966,2,0,0.2275,13.74
by,1,6,46.69205374,1098,46.886177,1,0,0.1916,14.4
a,1,6,46.88361874,1099,46.993932,1,0,0.1078,16.18
row,1,6,46.99137374,1100,47.269306,2,1,0.2753,9.55
of,1,6,47.26674774,1101,47.365088,1,0,0.0958,16.21
lamps,1,6,47.36252974,1102,47.796109,2,1,0.431,7.37
hanging,1,6,47.79355074,1103,48.095428,1,1,0.2994,9.29
from,1,6,48.09286974,1104,48.310939,1,0,0.2155,14.45
the,1,6,48.30838074,1105,48.442639,1,0,0.1317,16.96
roof,1,6,48.44008074,1106,48.87366,17,1,0.431,8.64
There,1,6,49.61341474,1107,49.795564,2,0,0.1796,14.09
were,1,6,49.79300574,1108,49.915292,1,0,0.1197,13.41
doors,1,6,49.91273374,1109,50.406177,2,1,0.4909,9.43
all,1,6,50.40361874,1110,50.590261,1,0,0.1841,14.35
around,1,6,50.58770274,1111,50.921007,1,1,0.3307,10.76
the,1,6,50.91844874,1112,50.992843,1,0,0.0719,16.96
hall,1,6,50.99028474,1113,51.375973,5,1,0.3831,10.42
but,1,6,51.88824474,1114,52.058422,1,0,0.1676,14.57
they,1,6,52.05586374,1115,52.238013,2,0,0.1796,14.3
were,1,6,52.23545474,1116,52.386086,1,0,0.1481,13.41
all,1,6,52.38352774,1117,52.621143,1,0,0.2351,14.35
locked,1,6,52.61858474,1118,53.124,6,1,0.5028,9.27
and,1,6,53.51654374,1119,53.647947,1,0,0.1289,16.19
when,1,6,53.64538874,1120,53.85434,2,0,0.2064,13.76
Alice,1,6,53.85178174,1121,54.216387,2,1,0.362,8.65
had,1,6,54.21382874,1122,54.309306,1,0,0.0929,13.53
been,1,6,54.30674774,1123,54.463132,1,0,0.1539,13.51
all,1,6,54.46057374,1124,54.716381,1,0,0.2532,14.35
the,1,6,54.71382274,1125,54.80019,1,0,0.0838,16.96
way,1,6,54.79763174,1126,54.955837,2,1,0.1557,13.1
down,1,6,54.95327874,1127,55.243183,1,0,0.2873,12.59
one,1,6,55.24062474,1128,55.470666,1,1,0.2275,14.17
side,1,6,55.46810774,1129,55.865769,2,1,0.3951,11.63
and,1,6,55.86321074,1130,55.947125,1,0,0.0813,16.19
up,1,6,55.94456674,1131,56.117197,1,0,0.1701,13.74
the,1,6,56.17450274,1132,56.3259,1,0,0.1488,16.96
other,1,6,56.32334174,1133,56.620054,4,1,0.2942,13.71
trying,1,6,56.61749574,1134,57.051075,1,1,0.431,11.98
every,1,6,57.04851674,1135,57.410258,1,0,0.3592,12.35
door,1,6,57.40769974,1136,57.817333,8,1,0.4071,10.89
she,1,6,58.34157774,1137,58.547673,2,0,0.2035,13.1
walked,1,6,58.54511474,1138,58.858966,1,1,0.3113,9.61
sadly,1,6,58.85640774,1139,59.421687,2,1,0.5627,8.49
down,1,6,59.41912874,1140,59.709034,1,0,0.2874,12.59
the,1,6,59.70647574,1141,59.780871,1,0,0.0718,16.96
middle,1,6,59.77831274,1142,60.223864,3,1,0.443,10.72
wondering,1,6,60.64035274,1143,61.19366,1,1,0.5508,10.64
how,1,6,61.19110174,1144,61.385224,2,0,0.1915,13.52
she,1,6,61.38266574,1145,61.564816,2,0,0.1796,13.1
was,1,6,61.56225774,1146,61.804272,1,0,0.2395,14.56
ever,1,6,61.82565874,1147,62.103592,2,0,0.2754,12.07
to,1,6,62.10103374,1148,62.271211,1,0,0.1676,16.35
get,1,6,62.26865274,1149,62.43883,1,1,0.1677,13.79
out,1,6,62.43627174,1150,62.666313,2,0,0.2274,13.9
again,1,6,62.66375474,1151,63.097333,13,1,0.4311,12.43
Suddenly,1,7,0.586736359,1152,1.127666,2,1,0.5867,9.96
she,1,7,1.179532195,1153,1.367122,2,0,0.2395,13.1
came,1,7,1.418988195,1154,1.642496,1,1,0.2753,11.65
upon,1,7,1.694362195,1155,1.999282,1,0,0.3568,11.27
a,1,7,2.051148195,1156,2.157326,1,0,0.1581,16.18
little,1,7,2.304974195,1157,2.636238,1,1,0.3831,12.57
three,1,7,2.747968195,1158,2.94753,1,1,0.2515,12.01
legged,1,7,2.999396195,1159,3.318687,1,1,0.3711,6.22
table,1,7,3.370553195,1160,3.869435,2,1,0.5508,10.93
all,1,7,4.256539195,1161,4.40821,1,0,0.2036,14.35
made,1,7,4.460076195,1162,4.659639,2,1,0.2514,12.51
of,1,7,4.711505195,1163,4.743449,1,0,0.0838,16.21
solid,1,7,4.795315195,1164,5.22236,1,1,0.4789,10.1
glass,1,7,5.274226195,1165,5.844945,8,1,0.6226,9.94
there,1,7,6.507423195,1166,6.587258,2,0,0.1317,14.09
was,1,7,6.639124195,1167,6.754877,1,0,0.1676,14.56
nothing,1,7,6.806743195,1168,7.149979,2,1,0.3951,11.99
on,1,7,7.201845195,1169,7.388459,1,0,0.2385,15.08
it,1,7,7.440325195,1170,7.616918,4,0,0.2285,15.37
except,1,7,7.668784195,1171,7.923073,1,0,0.3061,14.57
a,1,7,7.974939195,1172,8.016143,1,0,0.0931,16.18
tiny,1,7,8.068009195,1173,8.44304,1,1,0.4269,9.67
golden,1,7,8.494906195,1174,8.886034,1,1,0.443,9.77
key,1,7,8.937900195,1175,9.281136,5,1,0.3951,11.47
and,1,7,9.835859195,1176,9.98753,1,0,0.2036,16.19
Alice's,1,7,10.03939619,1177,10.514333,1,1,0.5268,12.9180065
first,1,7,10.56619919,1178,10.969299,1,1,0.4549,13.16
thought,1,7,11.02116519,1179,11.31651,2,1,0.3473,11.8
was,1,7,11.60783219,1180,11.699639,1,0,0.1437,14.56
that,1,7,11.75150519,1181,11.872906,1,0,0.1733,15.48
it,1,7,11.92477219,1182,11.998959,2,0,0.126,14.99
might,1,7,12.05082519,1183,12.250387,1,1,0.2514,12.53
belong,1,7,12.30225319,1184,12.645489,1,1,0.3951,9.6
to,1,7,12.69735519,1185,12.813108,1,0,0.1677,16.35
one,1,7,12.86497419,1186,12.980727,2,1,0.1676,14.17
of,1,7,13.03259319,1187,13.07651,1,0,0.0958,16.21
the,1,7,13.12837619,1188,13.148347,1,0,0.0718,16.96
doors,1,7,13.20021319,1189,13.50753,2,1,0.3592,9.43
of,1,7,13.55939619,1190,13.603313,1,0,0.0958,16.21
the,1,7,13.65517919,1191,13.698878,1,0,0.0955,16.96
hall,1,7,13.75074419,1192,14.094197,15,1,0.3953,10.42
but,1,7,15.16375019,1193,15.243476,1,0,0.1316,14.57
alas,1,7,15.29534219,1194,15.818278,2,0,0.5748,8.38
either,1,7,15.87014419,1195,16.163357,2,0,0.3451,12.17
the,1,7,16.21522319,1196,16.273244,1,0,0.1099,16.96
locks,1,7,16.32511019,1197,16.740183,2,1,0.4669,8.79
were,1,7,16.79204919,1198,16.877619,1,0,0.1375,13.41
too,1,7,16.92948519,1199,17.087394,1,1,0.2097,12.87
large,1,7,17.13926019,1200,17.454717,4,1,0.3674,11.81
or,1,7,17.50658319,1201,17.54236,1,0,0.0876,14.78
the,1,7,17.59422619,1202,17.638142,1,0,0.0958,16.96
key,1,7,17.69000819,1203,17.913517,2,1,0.2754,11.47
was,1,7,17.96538319,1204,18.129027,1,0,0.2155,14.56
too,1,7,18.18089319,1205,18.284673,1,1,0.1556,12.87
small,1,7,18.33653919,1206,18.835421,5,1,0.5508,11.98
but,1,7,19.29436219,1207,19.384582,1,0,0.1421,14.57
at,1,7,19.43644819,1208,19.518777,1,0,0.1342,14.5
any,1,7,19.57064319,1209,19.829163,1,0,0.3104,13.95
rate,1,7,19.88102919,1210,20.092564,3,1,0.2634,11.38
it,1,7,20.14443019,1211,20.200319,2,0,0.1078,15.37
would,1,7,20.25218519,1212,20.355966,1,0,0.1556,14.06
not,1,7,20.40783219,1213,20.557702,1,0,0.2017,14.77
open,1,7,20.60956819,1214,20.870795,1,1,0.3131,11.88
any,1,7,20.92266119,1215,21.14617,2,0,0.2754,13.95
of,1,7,21.19803619,1216,21.27787,1,0,0.1317,16.21
them,1,7,21.32973619,1217,21.613108,9,0,0.3353,13.59
However,1,7,22.42431519,1218,22.930871,2,1,0.5584,12.35
on,1,7,22.98273719,1219,23.085761,1,0,0.1549,15.08
the,1,7,23.13762719,1220,23.169571,1,0,0.0838,16.96
second,1,7,23.22143719,1221,23.600591,1,1,0.431,11.92
time,1,7,23.65245719,1222,23.923857,1,1,0.3233,13.58
round,1,7,23.97572319,1223,24.28304,3,1,0.3592,10.76
she,1,7,24.33490619,1224,24.510523,2,0,0.2275,13.1
came,1,7,24.56238919,1225,24.817448,1,1,0.3069,11.65
upon,1,7,24.86931419,1226,25.172414,1,0,0.355,11.27
a,1,7,25.22428019,1227,25.271174,1,0,0.0987,16.18
low,1,7,25.32304019,1228,25.588074,1,1,0.3169,11.36
curtain,1,7,25.63994019,1229,26.12685,2,1,0.5388,7.58
she,1,7,26.17871619,1230,26.354333,2,0,0.2275,13.1
had,1,7,26.40619919,1231,26.593789,1,0,0.2394,13.53
not,1,7,26.64565519,1232,26.785353,1,0,0.1916,14.77
noticed,1,7,26.83721919,1233,27.216374,1,1,0.431,10.53
before,1,7,27.26824019,1234,27.731204,10,1,0.5148,12.75
and,1,7,28.32184519,1235,28.473517,1,0,0.2036,16.19
behind,1,7,28.52538319,1236,28.927448,2,0,0.4539,11.08
it,1,7,28.97931419,1237,29.096102,2,0,0.1686,15.37
was,1,7,29.14796819,1238,29.232633,1,0,0.1366,14.56
a,1,7,29.28449919,1239,29.323539,1,0,0.0909,16.18
little,1,7,29.37540519,1240,29.658823,1,1,0.3353,12.57
door,1,7,29.71068919,1241,30.101816,2,1,0.443,10.89
about,1,7,30.23749119,1242,30.521828,1,1,0.3362,14.08
fifteen,1,7,30.57369419,1243,31.035693,1,1,0.5138,8.53
inches,1,7,31.08755919,1244,31.418823,2,1,0.3832,9.55
high,1,7,31.47068919,1245,31.778006,7,1,0.3592,12.13
she,1,7,32.57218519,1246,32.723857,2,0,0.2035,13.1
tried,1,7,32.77572319,1247,33.106986,1,1,0.3831,11.69
the,1,7,33.15885219,1248,33.190795,1,0,0.0838,16.96
little,1,7,33.24266119,1249,33.514061,1,1,0.3233,12.57
golden,1,7,33.56592719,1250,33.89719,1,1,0.3831,9.77
key,1,7,33.94905619,1251,34.156458,2,1,0.2593,11.47
in,1,7,34.20832419,1252,34.268347,1,0,0.1119,15.9
the,1,7,34.32021319,1253,34.340183,1,0,0.0718,16.96
lock,1,7,34.39204919,1254,34.807122,5,1,0.467,9.81
and,1,7,35.06252519,1255,35.190251,1,0,0.1796,16.19
to,1,7,35.24211719,1256,35.321952,1,0,0.1317,16.35
her,1,7,35.37381819,1257,35.501544,1,0,0.1796,13.3
great,1,7,35.55341019,1258,36.100183,1,1,0.5986,12.47
delight,1,7,36.15204919,1259,36.555149,3,1,0.455,8.07
it,1,7,36.60701519,1260,36.758687,2,0,0.2035,15.37
fitted,1,7,36.81055319,1261,37.369299,5,1,0.6106,7.94
Alice,1,7,38.83395419,1262,39.228268,2,1,0.4462,8.65
opened,1,7,39.28013419,1263,39.668074,1,1,0.4398,10.09
the,1,7,39.71994019,1264,39.751884,1,0,0.0838,16.96
door,1,7,39.80375019,1265,40.135013,3,1,0.3832,10.89
and,1,7,40.31858019,1266,40.50617,1,0,0.2394,16.19
found,1,7,40.55803619,1267,40.781544,1,1,0.2754,12.21
,99,,,1268,,,0,0,15.48
it,1,7,40.83341019,1269,40.881087,2,0,0.0995,15.37
led,1,7,40.93295319,1270,41.140727,1,1,0.2597,10.06
into,1,7,41.19259319,1271,41.492816,1,0,0.3521,13.24
a,1,7,41.54468219,1272,41.547802,1,0,0.0549,16.18
small,1,7,41.59966819,1273,41.990795,1,1,0.443,11.98
passage,1,7,42.04266119,1274,42.673244,3,1,0.6825,9.1
not,1,7,43.41953219,1275,43.595149,1,0,0.2275,14.77
much,1,7,43.64701519,1276,43.858551,1,1,0.2634,13.09
larger,1,7,43.91041719,1277,44.205761,2,1,0.3472,10.44
than,1,7,44.25762719,1278,44.373381,1,0,0.1676,13.46
a,1,7,44.42524719,1279,44.481136,1,0,0.1078,16.18
rat,1,7,44.53300219,1280,44.732564,1,1,0.2514,8.91
hole,1,7,44.85626719,1281,45.115693,11,1,0.3113,10.16
she,1,7,45.89790019,1282,46.085489,2,0,0.2394,13.1
knelt,1,7,46.13735519,1283,46.456646,1,1,0.3712,7.07
down,1,7,46.50851219,1284,46.911612,3,0,0.455,12.59
and,1,7,46.96347819,1285,47.078956,1,0,0.1673,16.19
looked,1,7,47.13082219,1286,47.354605,1,1,0.2757,11.07
along,1,7,47.40647119,1287,47.629979,1,1,0.2753,11.44
the,1,7,47.68184519,1288,47.701816,1,0,0.0719,16.96
