Word,Trigger,Segment,onset,offset,Order,LogFreq,LogFreq_Prev,LogFreq_Next,SndPower,Length,Position,Sentence,IsLexical,NGRAM,RNN,CFG
the,1,4,39.88226763,40.103018,669,16.96,12.63,11.03,0.017201,0.22075037,13,28,0,5.703019715,2.590004489,4.422425382
earth,1,4,40.07216363,40.487816,670,11.03,16.96,13.52,0.014891,0.41565237,14,28,1,0.724266695,1.033176234,4.548651146
How,1,4,41.04362863,41.27802,671,13.52,11.03,10.51,0.001891,0.23439137,15,28,0,4.647078431,5.986809847,3.727772242
funny,1,4,41.40281163,41.721013,672,10.51,13.52,15.37,0.014011,0.31820137,16,28,1,3.438859964,5.612445466,3.779420351
it,1,4,41.69015863,41.840427,673,15.37,10.51,14.35,0.0027324,0.15026837,17,28,0,0.664408872,3.861475514,2.502316863
ll,1,4,41.80957263,41.960469,674,14.35,15.37,11.71,0.00086732,0.15089637,18,28,0,2.022506092,2.820747117,4.06576583
seem,1,4,41.92961463,42.271762,675,11.71,14.35,16.35,1.59E-06,0.34214737,19,28,1,0.778503815,0.784335467,3.817008762
to,1,4,42.24090763,42.367544,676,16.35,11.71,12.35,0.00020651,0.12663637,20,28,0,4.113643218,3.977619516,6.151372492
come,1,4,42.33668963,42.602887,677,12.35,16.35,13.9,0.00077736,0.26619737,21,28,1,0.730794284,0.680907196,2.832366122
out,1,4,42.57203263,42.760665,678,13.9,12.35,11.01,0.014668,0.18863237,22,28,0,3.573364832,4.929868347,8.073276407
among,1,4,42.72981063,43.073938,679,11.01,13.9,16.96,0.0005723,0.34412737,23,28,1,1.619197446,1.829629973,3.02142688
the,1,4,43.04308363,43.181694,680,16.96,11.01,13.55,0.00016631,0.13861037,24,28,0,0.991661975,1.305204228,4.741701545
people,1,4,43.15083963,43.696523,681,13.55,16.96,15.48,0.016347,0.54568337,25,28,1,3.690163824,3.269877581,5.422746707
that,1,4,43.66566863,43.864143,682,15.48,13.55,10.41,0.00012035,0.19847437,26,28,0,7.001229214,7.066359202,5.374592965
walk,1,4,43.83328863,44.139517,683,10.41,15.48,14.97,0.0057655,0.30622837,27,28,1,2.643683392,5.780365678,3.262353661
with,1,4,44.10866263,44.28319,684,14.97,10.41,14.09,0.012342,0.17452737,28,28,0,3.381091634,3.459772395,2.509437779
their,1,4,44.25233563,44.450809,685,14.09,14.97,9.79,0.011156,0.19847337,29,28,0,4.688071024,3.834626982,8.216555141
heads,1,4,44.41995463,44.845911,686,9.79,14.09,6.49,0.0024348,0.42595637,30,28,1,2.040122276,3.563771626,5.030804869
downward,1,4,44.81505663,45.456523,687,6.49,9.79,16.96,0.006107,0.64146637,31,28,1,3.689499439,3.783182754,3.342833207
The,1,4,46.10811763,46.282778,688,16.96,6.49,4.47,0.0018758,0.17466037,32,28,0,3.243178468,3.38179518,3.283494802
Antipathies,1,4,46.25192363,47.276387,689,4.47,16.96,15.79,6.74E-05,1.02446337,33,28,1,4.4276983,7.612260555,10.73976785
I,1,4,47.24553263,47.384143,690,15.79,4.47,13.39,0.015911,0.13861037,1,29,0,3.182593143,3.356381678,2.620013046
think,1,4,47.56879863,48.162374,691,13.39,15.79,13.1,0.0060441,0.59357537,2,29,1,3.381091634,2.611952717,2.743705758
she,1,4,48.95285963,49.139553,692,13.1,13.39,14.56,0.00044664,0.18669337,3,29,0,2.943025654,3.101181119,2.468644766
was,1,4,49.10869863,49.383598,693,14.56,13.1,11.89,0.0016615,0.27489937,4,29,0,2.586406708,1.788607359,1.517750448
rather,1,4,49.35274363,49.730809,694,11.89,14.56,10.15,0.0007286,0.37806537,5,29,1,2.449772483,2.307011903,3.975167455
glad,1,4,49.69995463,49.994211,695,10.15,11.89,14.09,0.015858,0.29425637,6,29,1,2.404132513,3.345793695,4.86491335
there,1,4,49.96335663,50.125911,696,14.09,10.15,14.56,0.00416,0.16255437,7,29,0,9.001694313,8.516788214,5.79683931
was,1,4,50.09505663,50.473122,697,14.56,14.09,13.96,0.0033461,0.37806537,8,29,0,1.059176842,2.894917787,1.455482719
no,1,4,50.44226763,50.59285,698,13.96,14.56,14.17,0.0045485,0.15058237,9,29,0,0.912174879,2.176003789,4.464721642
one,1,4,50.56199563,50.793757,699,14.17,13.96,9.83,0.027238,0.23176137,10,29,0,8.597880734,8.175454296,6.325378421
listening,1,4,50.76290263,51.275299,700,9.83,14.17,14.99,0.016865,0.51239637,11,29,1,3.965618102,1.46673477,4.354793613
this,1,4,51.24444463,51.490809,701,14.99,9.83,13.58,0.014667,0.24636437,12,29,0,4.004883292,4.732614837,4.621418854
time,1,4,51.45995463,51.873938,702,13.58,14.99,14.79,0.0019003,0.41398337,13,29,1,1.457123896,1.206628551,3.691182343
as,1,4,51.92689363,52.095993,703,14.79,13.58,15.37,0.00024562,0.16909937,14,29,0,1.877723178,2.1890634,2.127121834
it,1,4,52.06513863,52.233122,704,15.37,14.79,12.85,0.00169,0.16798337,15,29,0,2.421403217,2.40292812,1.29721936
did,1,4,52.20226763,52.407375,705,12.85,15.37,14.77,6.61E-05,0.20510737,16,29,0,1.219911654,1.362853011,1.940460111
nt,1,4,52.37652063,52.520469,706,14.77,12.85,11.71,8.18E-07,0.14394837,17,29,0,2.449772483,2.417391666,3.93245568
sound,1,4,52.48961463,52.904031,707,11.71,14.77,14.5,4.36E-07,0.41441637,18,29,1,3.319243977,2.952622431,2.502407715
at,1,4,52.87317663,53.002313,708,14.5,11.71,14.35,0.0053171,0.12913637,19,29,0,3.391024199,2.462849477,3.755140653
all,1,4,52.97145863,53.250809,709,14.35,14.5,16.96,0.016158,0.27935037,20,29,0,1.679513694,1.362916314,4.414744744
the,1,4,53.21995463,53.370537,710,16.96,14.35,12.87,0.016077,0.15058237,21,29,0,7.353121057,8.27641355,4.585209406
right,1,4,53.33968263,53.609993,711,12.87,16.96,11.84,0.011528,0.27031037,22,29,1,1.368086257,3.214866444,4.371995361
word,1,4,53.61505663,53.969177,712,11.84,12.87,14.57,0.0018929,0.35412037,23,29,1,0.515633001,0.614304382,3.647295534
but,1,4,55.17151963,55.266684,713,14.57,11.84,15.79,2.13E-06,0.09516437,24,29,0,3.281191291,2.946163424,8.729576581
I,1,4,55.23582963,55.431961,714,15.79,14.57,11,2.19E-05,0.19613137,25,29,0,2.817732493,2.667932854,1.647509022
shall,1,4,55.40110663,55.633394,715,11,15.79,14.92,0.0069363,0.23228737,26,29,0,2.65053653,2.851620622,4.457060609
have,1,4,55.60253963,55.801013,716,14.92,11,16.35,0.0087672,0.19847337,27,29,0,0.778503815,0.671545464,2.864923084
to,1,4,55.77015863,55.939519,717,16.35,14.92,11.84,0.0028547,0.16936037,28,29,0,4.113643218,3.935533632,4.524342752
ask,1,4,55.92580563,56.244006,718,11.84,16.35,13.59,8.17E-05,0.31820037,29,29,1,0.730794284,0.669435313,2.321808692
them,1,4,56.21315163,56.417432,719,13.59,11.84,14.1,8.29E-05,0.20428037,30,29,0,2.653519621,2.406282147,2.282511677
what,1,4,56.38657763,56.60319,720,14.1,13.59,16.96,0.0048287,0.21661237,31,29,0,6.017705963,7.413724513,4.840008451
the,1,4,56.57233563,56.770809,721,16.96,14.1,12.6,1.94E-06,0.19847337,32,29,0,3.381091634,4.212873292,3.474317386
name,1,4,56.73995463,56.998292,722,12.6,16.96,16.21,0.0026065,0.25833737,33,29,1,1.586406693,1.419551379,4.49197561
of,1,4,56.96743763,57.070129,723,16.21,12.6,16.96,0.0017559,0.10269137,34,29,0,1.877723178,2.234148507,2.123785629
the,1,4,57.03927463,57.141966,724,16.96,16.21,11.58,0.00053851,0.10269137,35,29,0,1.551038125,1.472078235,4.443381656
country,1,4,57.11111163,57.63285,725,11.58,16.96,15.68,2.68E-06,0.52173837,36,29,1,0.824339779,0.86134902,3.550289234
is,1,4,57.60199563,57.896251,726,15.68,11.58,15.43,2.04E-07,0.29425537,37,29,0,5.423379808,6.117786376,3.343894005
you,1,4,57.86539663,58.027952,727,15.43,15.68,13.59,4.65E-07,0.16255537,1,30,0,2.788041099,3.088644106,1.891748003
know,1,4,57.99709763,58.36319,728,13.59,15.43,13.27,4.27E-07,0.36609237,2,30,1,2.257781649,2.449255568,2.474414946
Please,1,4,59.03873063,59.404823,729,13.27,13.59,11.07,0.00037003,0.36609237,1,31,1,4.669435007,7.590135921,3.846226029
Maam,1,4,59.37396863,59.764006,730,11.07,13.27,15.68,0.014848,0.39003737,2,31,1,4.795402521,4.402869675,2.448416737
is,1,4,60.03247163,60.30314,731,15.68,11.07,14.99,0.0089958,0.27066837,3,31,0,0.046158191,4.828937091,2.809116447
this,1,4,60.27228563,60.545431,732,14.99,15.68,13.47,0.0021823,0.27314537,4,31,0,3.146065222,2.517861563,5.411081874
New,1,4,60.51457663,60.65997,733,13.47,14.99,9.54,6.94E-05,0.14539337,5,31,1,4.600737534,2.705723522,4.269768071
Zealand,1,4,60.62911563,61.26601,734,9.54,13.47,14.78,0.0004129,0.63689437,6,31,1,1.836019692,2.5254389,3.738597504
or,1,4,61.23515563,61.439944,735,14.78,9.54,10.48,0.00066775,0.20478837,7,31,0,3.383915273,4.431955595,8.760073889
Australia,1,4,61.40908963,62.242374,736,10.48,14.78,16.19,1.09E-06,0.83328437,8,31,1,2.483835534,3.885798458,3.436506828
and,1,4,63.22920663,63.311398,737,16.19,10.48,13.1,0.00076829,0.08219137,9,31,0,3.226499067,2.943812379,2.312348154
she,1,4,63.28054363,63.499517,738,13.1,16.19,11.69,0.020902,0.21897337,10,31,0,4.859416075,4.043945965,2.997164675
tried,1,4,63.46866263,63.772422,739,11.69,13.1,16.35,0.018578,0.30375937,11,31,1,1.138946301,1.359214361,1.730605263
to,1,4,63.74156763,63.834755,740,16.35,11.69,3.332,0.00042315,0.09318737,12,31,0,3.634986599,3.724375182,4.394433105
curtsey,1,4,63.80390063,64.35754,741,3.332,16.35,14.79,0.002134,0.55363937,13,31,1,0.886672437,0.673316733,2.076151163
as,1,4,64.32668563,64.441703,742,14.79,3.332,13.1,0.0045577,0.11501737,14,31,0,2.695339374,2.587915862,4.893922311
she,1,4,64.41084863,64.598878,743,13.1,14.79,9.44,0.0042915,0.18802937,15,31,0,1.897106628,2.090021604,2.115892817
spoke,1,4,64.56802363,65.088867,744,9.44,13.1,8.9,0.001345,0.52084337,16,31,1,1.219911654,1.745145497,1.45384425
fancy,1,4,65.36036263,65.822238,745,8.9,9.44,0,0.00040319,0.46187537,17,31,1,6.239843295,6.543136838,4.111906345
curtseying,1,4,65.79138363,66.54327,746,0,8.9,14.79,0.00028312,0.75188637,18,31,1,3.438461333,5.751050971,3.285788218
as,1,4,66.51241563,66.686122,747,14.79,0,15.43,1.76E-06,0.17370637,19,31,0,2.374902868,2.237646353,4.285630943
you,1,4,66.65526763,66.768651,748,15.43,14.79,14.91,4.15E-06,0.11338337,20,31,0,2.640042559,2.151253279,1.755727379
re,1,4,66.73779663,66.883085,749,14.91,15.43,9.5,1.19E-06,0.14528837,21,31,0,3.214437146,3.118950519,2.299969527
falling,1,4,66.85223063,67.283304,750,9.5,14.91,12.63,0.020505,0.43107337,22,31,1,4.460884362,4.50064859,4.513656969
through,1,4,67.25244963,67.474483,751,12.63,9.5,16.96,0.0084423,0.22203337,23,31,0,1.875912727,2.363434455,4.503363674
the,1,4,67.44362863,67.689993,752,16.96,12.63,11.3,5.47E-06,0.24636437,24,31,0,1.241494221,1.234515291,4.072181715
air,1,4,67.65913863,67.953394,753,11.3,16.96,14.12,6.04E-06,0.29425537,25,31,1,0.824339779,0.84728953,4.769561647
Do,1,4,68.03985163,68.185421,754,14.12,11.3,15.43,0.011923,0.14556937,26,31,0,3.226499067,3.285589911,2.312348154
you,1,4,68.15456663,68.293642,755,15.43,14.12,13.39,1.91E-05,0.13907537,27,31,0,4.859416075,4.202877157,2.997164675
think,1,4,68.26278763,68.468224,756,13.39,15.43,15.43,1.90E-05,0.20543637,28,31,1,2.197840778,2.14408778,2.64518513
you,1,4,68.43736963,68.62387,757,15.43,13.39,13.21,0.0050544,0.18650037,29,31,0,2.943025654,2.958388385,2.643657682
could,1,4,68.59301563,68.791489,758,13.21,15.43,9.8,0.0097778,0.19847337,30,31,0,2.207892933,2.759404011,4.114842584
manage,1,4,68.76063463,69.160773,759,9.8,13.21,15.37,0.018321,0.40013837,31,31,1,0.778503815,0.673575932,3.106011736
it,1,4,69.12991863,69.411847,760,15.37,9.8,16.19,3.40E-05,0.28192837,32,31,0,2.343135269,2.394051509,1.759927983
And,1,5,0.561145631,0.692945,761,16.19,15.37,14.1,4.05E-09,0.131799369,33,31,0,3.955187248,4.893341437,8.029067683
what,1,5,0.689847173,0.939211,762,14.1,16.19,14.27,3.93E-09,0.249363827,34,31,0,7.7734114,8.057666958,5.147285671
an,1,5,0.936113173,1.118803,763,14.27,14.1,9.29,4.24E-09,0.182689827,35,31,0,2.644141818,4.302656314,3.628001429
ignorant,1,5,1.115705173,1.62166,764,9.29,14.27,12.57,3.43E-09,0.505954827,36,31,1,3.381091634,1.216129216,4.688562043
little,1,5,1.618562173,1.861116,765,12.57,9.29,10.61,3.82E-09,0.242553827,37,31,1,4.355213829,4.11500761,3.22099806
girl,1,5,1.858018173,2.110645,766,10.61,12.57,13.1,3.69E-09,0.252626827,38,31,1,3.253831891,3.000864722,1.601895303
she,1,5,2.107547173,2.224074,767,13.1,10.61,14.35,4.09E-09,0.116526827,39,31,0,3.054552746,3.644422739,1.276439711
ll,1,5,2.220976173,2.316082,768,14.35,13.1,13.39,3.86E-09,0.095105827,40,31,0,3.367770703,2.96914449,3.989992423
think,1,5,2.312984173,2.531592,769,13.39,14.35,14.08,3.77E-09,0.218607827,41,31,1,0.778503815,0.788756944,3.582057249
me,1,5,2.528494173,2.65132,770,14.08,13.39,15.42,3.86E-09,0.122825827,42,31,0,2.343135269,2.394228286,1.34275933
for,1,5,2.648222173,2.850579,771,15.42,14.08,10.92,3.89E-09,0.202356827,43,31,0,3.449423695,4.264183664,2.281521629
asking,1,5,2.847481173,3.393633,772,10.92,15.42,13.96,3.60E-09,0.546151827,44,31,1,4.731023554,4.316671557,3.767094309
No,1,5,4.108902173,4.459211,773,13.96,10.92,15.37,3.86E-09,0.350308827,45,31,0,4.669435007,7.156277231,3.846226029
it,1,5,4.527950173,4.669109,774,15.37,13.96,14.35,3.84E-09,0.141158827,1,32,0,1.24655684,2.221750171,0.856227547
ll,1,5,4.666011173,4.806422,775,14.35,15.37,12.62,3.44E-09,0.140410827,2,32,0,1.785715735,2.928658753,3.98341624
never,1,5,4.803324173,5.129687,776,12.62,14.35,14.12,3.57E-09,0.326362827,3,32,1,1.65297481,2.63750502,5.265703205
do,1,5,5.126589173,5.264472,777,14.12,12.62,16.35,3.51E-09,0.137882827,4,32,0,0.438650639,1.45332919,2.659986865
to,1,5,5.261374173,5.374858,778,16.35,14.12,11.84,3.75E-09,0.113483827,5,32,0,3.575424428,4.006786215,6.316496003
ask,1,5,5.371760173,5.907919,779,11.84,16.35,11.6,4.32E-09,0.536158827,6,32,1,0.730794284,0.759424745,2.693364787
perhaps,1,5,6.383732173,6.837057,780,11.6,11.84,15.79,3.92E-09,0.453324827,7,32,1,4.259243326,3.9095489,4.834325141
I,1,5,6.833959173,6.913633,781,15.79,11.6,11,3.89E-09,0.079673827,8,32,0,3.748662978,3.674214798,1.327025214
shall,1,5,6.910535173,7.116318,782,11,15.79,13.27,4.16E-09,0.205782827,9,32,0,2.38331399,2.844733335,3.975429384
see,1,5,7.113220173,7.308735,783,13.27,11,15.37,4.30E-09,0.195514827,10,32,1,0.778503815,0.672325879,3.447099174
it,1,5,7.305637173,7.440436,784,15.37,13.27,11.55,3.22E-09,0.134798827,11,32,0,2.343135269,2.369477776,1.179812653
written,1,5,7.437338173,7.707207,785,11.55,15.37,13.74,3.60E-09,0.269868827,12,32,1,5.832209498,6.674500477,3.577779969
up,1,5,7.704109173,7.880361,786,13.74,11.55,10.71,3.89E-09,0.176251827,13,32,0,3.043344561,2.65206762,4.088879156
somewhere,1,5,7.877263173,8.527525,787,10.71,13.74,12.59,3.86E-09,0.650261827,14,32,0,1.934328832,2.836341344,2.987783523
Down,1,5,9.664277173,10.266014,788,12.59,10.71,12.59,3.74E-09,0.601736827,1,33,0,3.875029123,3.910497944,2.937781698
down,1,5,10.26291617,10.816762,789,12.59,12.59,12.59,4.04E-09,0.55384583,2,33,0,2.547932137,2.961068751,2.763061204
down,1,5,10.81366417,11.427375,790,12.59,12.59,14.09,4.13E-09,0.61371083,3,33,0,6.005315171,5.847213586,2.609532242
There,1,5,11.98699817,12.157715,791,14.09,12.59,14.56,3.80E-09,0.17071683,4,33,0,5.762548666,7.923304536,4.195579027
was,1,5,12.15461717,12.325334,792,14.56,14.09,11.99,4.32E-09,0.17071683,5,33,0,0.908334731,1.939883037,1.357460372
nothing,1,5,12.32223617,12.722038,793,11.99,14.56,12.08,3.60E-09,0.39980183,6,33,0,2.748676251,6.060919693,5.016871601
else,1,5,12.71894017,13.022894,794,12.08,11.99,16.35,3.56E-09,0.30395383,7,33,1,2.586406708,3.767202519,3.026537365
to,1,5,13.01979617,13.139483,795,16.35,12.08,14.12,3.31E-09,0.11968683,8,33,0,4.756336646,4.85635644,4.554045126
do,1,5,13.13638517,13.462749,796,14.12,16.35,14.05,4.14E-09,0.32636383,9,33,1,0.912174879,0.597067742,2.279371718
so,1,5,13.45965117,13.666286,797,14.05,14.12,8.65,3.70E-09,0.20663483,1,34,0,2.695339374,2.764143367,4.839688352
Alice,1,5,13.66318817,14.085334,798,8.65,14.05,11.41,3.77E-09,0.42214583,2,34,1,4.738398235,5.309960222,3.345006522
soon,1,5,14.08223617,14.32479,799,11.41,8.65,10.61,3.76E-09,0.24255383,3,34,1,4.455536057,4.310916012,2.943653894
began,1,5,14.32169217,14.648055,800,10.61,11.41,11.27,3.48E-09,0.32636283,4,34,1,1.924276678,3.510657,1.320587492
talking,1,5,14.64495717,15.194867,801,11.27,10.61,12.43,3.91E-09,0.54990983,5,34,1,7.018735775,4.528664765,4.772398416
again,1,5,15.19176917,15.581932,802,12.43,11.27,13.065272,3.78E-09,0.39016283,6,34,0,3.181350742,3.482146961,4.208799301
Dinah,1,5,16.79702417,17.127133,803,13.065272,12.43,14.35,4.22E-09,0.33010883,7,34,1,3.226499067,3.521482145,2.312348154
ll,1,5,17.12403517,17.319585,804,14.35,13.065272,10.34,3.82E-09,0.19554983,8,34,0,5.3036243,5.14981135,3.988733827
miss,1,5,17.31648717,17.650742,805,10.34,14.35,14.08,3.99E-09,0.33425483,9,34,1,0.940042534,0.875550154,4.316398593
me,1,5,17.64764417,17.808871,806,14.08,10.34,13.28,4.01E-09,0.16122683,10,34,0,2.343135269,2.397129118,1.387032664
very,1,5,17.80577317,18.192,807,13.28,14.08,13.09,4.04E-09,0.38622683,11,34,1,3.388034464,3.602286921,3.794359258
much,1,5,18.18890217,18.563157,808,13.09,13.28,9.5,3.93E-09,0.37425483,12,34,0,2.570285391,2.200728306,3.486621591
tonight,1,5,18.56005917,18.929169,809,9.5,13.09,15.79,3.92E-09,0.36910983,13,34,1,3.824170404,3.984504258,4.823241394
I,1,5,18.92607117,19.00615,810,15.79,9.5,13.3,4.02E-09,0.08007883,14,34,0,3.420390044,3.895577023,2.393169523
should,1,5,19.00305217,19.316602,811,13.3,15.79,13.39,3.73E-09,0.31354983,15,34,0,2.022506092,2.78727977,4.150293274
think,1,5,19.31350417,19.700572,812,13.39,13.3,13.065272,3.59E-09,0.38706783,16,34,1,0.778503815,0.835705274,3.151447142
Dinah,1,5,20.90959317,21.259,813,13.065272,13.39,14.56,0.0028478,0.34940683,17,34,1,3.226499067,3.670930702,2.312348154
was,1,5,21.25590217,21.490593,814,14.56,13.065272,16.96,0.0059876,0.23469083,18,34,0,0.905228728,1.972534904,1.357460372
the,1,5,21.48749517,21.594486,815,16.96,14.56,10.56,0.01169,0.10699083,19,34,0,2.610251508,2.139530658,5.625717829
cat,1,5,21.59138817,22.014385,816,10.56,16.96,15.79,0.00066234,0.42299683,20,34,1,1.624721812,2.29866969,4.391299237
I,1,5,23.12299917,23.22566,817,15.79,10.56,11.92,0.00051769,0.10266083,1,35,0,2.088240405,2.258500327,0.720338115
hope,1,5,23.22256217,23.461583,818,11.92,15.79,14.3,0.0020416,0.23902083,2,35,1,1.628449015,2.105192944,2.272201031
they,1,5,23.45848517,23.571798,819,14.3,11.92,14.35,0.016726,0.11331283,3,35,0,2.943025654,3.019052723,3.0670775
ll,1,5,23.56870017,23.652053,820,14.35,14.3,11.87,0.0085507,0.08335283,4,35,0,2.207892933,2.774962042,4.02583579
remember,1,5,23.64895517,24.046694,821,11.87,14.35,13.3,0.021021,0.39773883,5,35,1,0.778503815,0.669355855,3.864884987
her,1,5,24.04359617,24.15571,822,13.3,11.87,7.15,0.0017708,0.11211383,6,35,0,6.245822766,4.977953199,7.090452252
saucer,1,5,24.15261217,24.614569,823,7.15,13.3,16.21,0.0047144,0.46195683,7,35,1,0.171368305,0.584930358,4.065013585
of,1,5,24.61147117,24.741116,824,16.21,7.15,9.63,0.0040673,0.12964483,8,35,0,2.822781823,1.973874352,2.235823225
milk,1,5,24.73801817,25.075592,825,9.63,16.21,14.5,0.00043917,0.33757383,9,35,1,3.312879163,3.42157991,4.406749339
at,1,5,25.07249417,25.188142,826,14.5,9.63,9.07,0.0007195,0.11564783,10,35,0,2.279427332,2.103050296,2.163067914
tea,1,5,25.18504417,25.483429,827,9.07,14.5,13.58,0.0023069,0.29838483,11,35,1,3.312879163,3.833782702,4.326917894
time,1,5,25.48033117,25.986286,828,13.58,9.07,13.065272,0.0018477,0.50595483,12,35,1,0,0,0
Dinah,1,5,26.76141917,27.099756,829,13.065272,13.58,14.39,3.22E-07,0.33833683,1,36,1,3.519682474,3.936226271,2.841725276
my,1,5,27.09665817,27.267375,830,14.39,13.065272,10.29,2.97E-07,0.17071683,2,36,0,3.151190957,4.99466245,8.247664439
dear,1,5,27.26427717,27.515812,831,10.29,14.39,15.79,0.0099399,0.25153483,3,36,1,0.171368305,0.516368796,4.867657134
I,1,5,27.51271417,27.602613,832,15.79,10.29,11.22,0.0042152,0.08989883,4,36,0,2.088240405,2.209788604,0.720338115
wish,1,5,27.59951517,27.925878,833,11.22,15.79,15.43,0.00028393,0.32636283,5,36,1,1.628449015,2.155246324,2.272201031
you,1,5,27.92278017,28.033633,834,15.43,11.22,13.41,0.0042196,0.11085283,6,36,0,2.943025654,2.969345144,3.0670775
were,1,5,28.03053517,28.141388,835,13.41,15.43,12.59,0.00016118,0.11085283,7,36,0,2.586406708,1.809697971,1.394700945
down,1,5,28.13829017,28.476626,836,12.59,13.41,13.08,0.00054226,0.33833583,8,36,0,2.449772483,2.312926408,4.668145409
here,1,5,28.47352817,28.668191,837,13.08,12.59,14.97,0.00088646,0.19466283,9,36,0,2.471248748,2.70502589,3.045363064
with,1,5,28.66509317,29.015402,838,14.97,13.08,14.08,0.0049982,0.35030883,10,36,0,1.917284019,2.571862756,3.771545859
me,1,5,29.01230417,29.374585,839,14.08,14.97,14.09,0.0031784,0.36228083,11,36,0,1.66344885,1.82980131,1.315867577
There,1,5,29.89829017,30.069007,840,14.09,14.08,14.91,0.0036409,0.17071683,12,36,0,5.762548666,7.541434552,4.195579027
are,1,5,30.06590917,30.104926,841,14.91,14.09,13.96,0.0035921,0.03901683,13,36,0,5.966083201,4.363975768,2.27204024
no,1,5,30.10182817,30.349808,842,13.96,14.91,8.34,0.0054044,0.24797983,14,36,0,2.644141818,3.084670569,5.625717829
mice,1,5,30.34671017,30.739483,843,8.34,13.96,15.9,0.0013035,0.39277283,15,36,1,3.031189626,4.109501196,5.604639791
in,1,5,30.73638517,30.823293,844,15.9,8.34,16.96,2.65E-07,0.08690783,16,36,0,1.966677768,2.643794155,2.127823021
the,1,5,30.82019517,30.978939,845,16.96,15.9,11.3,5.73E-07,0.15874383,17,36,0,1.565345669,1.530149607,4.841717852
air,1,5,30.97584117,31.204757,846,11.3,16.96,15.79,0.0063445,0.22891583,18,36,1,0.824339779,0.838483913,4.070112187
I,1,5,31.20165917,31.263172,847,15.79,11.3,13.213,0.0047709,0.06151283,19,36,0,3.719363572,4.121952655,1.684441921
m,1,5,31.26007417,31.343281,848,13.213,15.79,10.06,0.00020347,0.08320683,20,36,0,2.177766367,2.459067471,3.002369949
afraid,1,5,31.34018317,31.75717,849,10.06,13.213,14.57,0.0024108,0.41698683,21,36,1,3.672391509,4.835687405,5.178370309
