Word,Trigger,Segment,onset,offset,Order,LogFreq,LogFreq_Prev,LogFreq_Next,SndPower,Length,Position,Sentence,IsLexical,NGRAM,RNN,CFG
she,1,9,53.83484178,54.124932,1657,13.1,8.03,13.28,2.73E-07,0.29009022,1,67,0,3.771517843,3.828068881,1.647762879
very,1,9,54.08627078,54.436225,1658,13.28,13.1,11.41,0.00011767,0.34995422,2,67,1,4.362189878,4.335940437,3.68119998
soon,1,9,54.39756378,54.903163,1659,11.41,13.28,10.05,0.011981,0.50559922,3,67,1,2.570285391,2.184803525,3.631592358
finished,1,9,55.04409378,55.462562,1660,10.05,11.41,15.37,0.0077037,0.41846822,4,67,1,3.898182962,2.206788619,2.720450033
it,1,9,55.42390078,55.575112,1661,15.37,10.05,12.65,0.0042027,0.15121122,5,67,0,2.420157494,2.647736482,1.736289074
off,1,9,55.53645078,56.028606,1662,12.65,15.37,14.1,0.0095787,0.49215522,6,67,0,4.066106427,6.804296421,5.606095843
What,1,10,1.051980798,1.160767,1663,14.1,12.65,16.18,3.45E-09,0.108786202,7,67,0,5.384048179,6.479707103,3.64391234
a,1,10,1.160767,1.308375,1664,16.18,14.1,9.92,3.62E-09,0.147608,8,67,0,3.146065222,3.437054203,4.101220505
curious,1,10,1.308375,2.14647,1665,9.92,16.18,10.53,3.86E-09,0.838095,9,67,1,0.849440267,2.366949479,4.338438533
feeling,1,10,2.14647,2.787119,1666,10.53,9.92,12.77,3.52E-09,0.640649,10,67,1,10.12796081,7.558292846,3.587570684
said,1,10,2.787119,3.069088,1667,12.77,10.53,8.65,3.66E-09,0.281969,11,67,1,3.519682474,3.303103805,2.292357676
Alice,1,10,3.069088,3.604381,1668,8.65,12.77,15.79,4.07E-09,0.535293,12,67,1,1.478766257,3.628571836,4.054680205
I,1,10,3.670205,3.810893,1669,15.79,8.65,12.63,3.87E-09,0.140688,13,67,0,3.58642001,4.314023335,2.925200644
must,1,10,3.810893,4.110007,1670,12.63,15.79,14.95,3.76E-09,0.299114,14,67,1,2.782802419,2.911920835,4.454910607
be,1,10,4.110007,4.193817,1671,14.95,12.63,7.6,3.87E-09,0.08381,15,67,0,0.778503815,0.641322766,3.176821534
shutting,1,10,4.193817,4.602269,1672,7.6,14.95,13.74,4.16E-09,0.408452,16,67,1,4.741686943,5.108042598,5.069149058
up,1,10,4.602269,4.780483,1673,13.74,7.6,13.87,4.18E-09,0.178214,17,67,0,2.445626717,4.847751462,7.462213765
like,1,10,4.780483,4.907454,1674,13.87,13.74,16.18,3.49E-09,0.126971,18,67,0,1.416480105,1.727653492,2.629366155
a,1,10,4.907454,5.004853,1675,16.18,13.87,8.11,3.94E-09,0.097399,19,67,0,0.991661975,1.346982223,4.848863113
telescope,1,10,5.004853,5.654497,1676,8.11,16.18,16.19,4.19E-09,0.649644,20,67,1,0.824339779,0.823134468,4.506820729
And,1,10,6.456674,6.616548,1677,16.19,8.11,14.05,3.71E-09,0.159874,21,67,0,3.955187248,4.552344891,8.029067683
so,1,10,6.616548,6.895759,1678,14.05,16.19,15.37,3.69E-09,0.279211,22,67,0,2.256256884,3.714930311,2.907956913
it,1,10,6.895759,7.007422,1679,15.37,14.05,14.56,3.92E-09,0.111663,23,67,0,2.205315117,3.483446294,1.049763201
was,1,10,7.007422,7.246878,1680,14.56,15.37,9.55,3.97E-09,0.239456,24,67,0,1.450426889,1.604079737,1.464279934
indeed,1,10,7.246878,7.749735,1681,9.55,14.56,13.1,4.02E-09,0.502857,25,67,1,2.449772483,2.22884529,4.868873832
she,1,10,8.24062,8.396266,1682,13.1,9.55,14.56,3.88E-09,0.155646,26,67,0,5.641165414,3.970578156,1.263656468
was,1,10,8.396266,8.575858,1683,14.56,13.1,13.3,3.66E-09,0.179592,27,67,0,1.450426889,2.323639063,1.372615417
now,1,10,8.575858,8.851232,1684,13.3,14.56,13.63,3.76E-09,0.275374,28,67,1,2.449772483,2.346142313,4.200221916
only,1,10,8.851232,9.078715,1685,13.63,13.3,10.57,3.97E-09,0.227483,29,67,1,2.471248748,2.73766422,3.036552927
ten,1,10,9.078715,9.354089,1686,10.57,13.63,9.55,3.53E-09,0.275374,30,67,1,7.788326857,7.313699391,4.549487725
inches,1,10,9.354089,9.737218,1687,9.55,10.57,12.13,3.69E-09,0.383129,31,67,1,1.100979985,4.575023064,5.549897694
high,1,10,9.737218,10.048511,1688,12.13,9.55,16.19,3.88E-09,0.311293,32,67,1,2.033863764,5.63797694,4.342857502
and,1,10,10.371776,10.52606,1689,16.19,12.13,13.3,4.17E-09,0.154284,33,67,0,1.738408157,4.394218199,8.425537485
her,1,10,10.52606,10.623205,1690,13.3,16.19,11.26,3.69E-09,0.097145,34,67,0,5.254858396,6.01475887,8.296934847
face,1,10,10.623205,11.042252,1691,11.26,13.3,5.31,3.56E-09,0.419047,35,67,1,1.323373105,0.597681616,4.449610739
brightened,1,10,11.042252,11.395356,1692,5.31,11.26,13.74,3.90E-09,0.353104,36,67,1,3.237820197,3.056318854,1.759737475
up,1,10,11.395356,11.581028,1693,13.74,5.31,14.5,3.78E-09,0.185672,37,67,0,4.507789986,4.244818295,6.312810141
at,1,10,11.581028,11.688783,1694,14.5,13.74,16.96,3.52E-09,0.107755,38,67,0,1.628532063,1.717023618,2.304138042
the,1,10,11.688783,11.808511,1695,16.96,14.5,12.07,3.34E-09,0.119728,39,67,0,0.991661975,1.244975305,4.792267143
thought,1,10,11.856402,12.167694,1696,12.07,16.96,15.48,4.01E-09,0.311292,40,67,1,0.824339779,0.823402069,4.066774575
that,1,10,12.167694,12.335313,1697,15.48,12.07,13.1,4.17E-09,0.167619,41,67,0,1.877723178,2.013065515,2.124443856
she,1,10,12.335313,12.514905,1698,13.1,15.48,14.56,3.77E-09,0.179592,42,67,0,2.421403217,2.350225488,1.527209881
was,1,10,12.514905,12.742388,1699,14.56,13.1,13.3,3.49E-09,0.227483,43,67,0,1.219911654,1.338573848,1.843814295
now,1,10,12.742388,12.969871,1700,13.3,14.56,16.96,3.65E-09,0.227483,44,67,1,2.449772483,2.404528956,3.747476016
the,1,10,12.969871,13.13749,1701,16.96,13.3,12.87,4.05E-09,0.167619,45,67,0,4.126598737,4.043239365,3.885924426
right,1,10,13.13749,13.364973,1702,12.87,16.96,11.58,4.11E-09,0.227483,46,67,1,2.259239975,2.345165326,4.647861293
size,1,10,13.364973,13.772048,1703,11.58,12.87,15.42,3.85E-09,0.407075,47,67,1,0.515633001,0.768320413,4.061358444
for,1,10,13.772048,13.891776,1704,15.42,11.58,12.63,4.03E-09,0.119728,48,67,0,2.119439953,1.959701963,2.222181268
going,1,10,13.891776,14.286878,1705,12.63,15.42,12.63,3.92E-09,0.395102,49,67,1,4.029100148,4.593200567,3.432104744
through,1,10,14.286878,14.514361,1706,12.63,12.63,16.96,4.10E-09,0.227483,50,67,0,2.460874367,2.450113143,3.389834374
the,1,10,14.514361,14.598171,1707,16.96,12.63,12.57,3.55E-09,0.08381,51,67,0,1.241494221,1.298818546,4.324549655
little,1,10,14.598171,14.933409,1708,12.57,16.96,10.89,4.22E-09,0.335238,52,67,1,2.414520182,2.758957161,4.507015738
door,1,10,14.933409,15.376402,1709,10.89,12.57,13.24,4.08E-09,0.442993,53,67,1,0.515633001,0.732328514,3.922406174
into,1,10,15.376402,15.670657,1710,13.24,10.89,15.48,3.58E-09,0.294255,54,67,0,2.119439953,1.94625449,2.195654812
that,1,10,15.670657,15.891232,1711,15.48,13.24,9.01,3.94E-09,0.220575,55,67,0,1.551038125,1.551147668,4.216391136
lovely,1,10,15.891232,16.214497,1712,9.01,15.48,9.33,3.52E-09,0.323265,56,67,1,2.414520182,2.618051934,4.347453977
garden,1,10,16.214497,16.765245,1713,9.33,9.01,13.16,3.72E-09,0.550748,57,67,1,0.515633001,0.783805815,3.490305176
First,1,10,17.782932,18.166062,1714,13.16,9.33,12.35,3.81E-09,0.38313,1,68,1,3.875029123,3.779059512,2.937781698
however,1,10,18.166062,18.513273,1715,12.35,13.16,13.1,4.15E-09,0.347211,2,68,0,2.547932137,3.055717728,2.763061204
she,1,10,18.513273,18.728783,1716,13.1,12.35,8.76,3.65E-09,0.21551,3,68,0,3.898182962,3.556574461,0.658271303
waited,1,10,18.728783,19.075994,1717,8.76,13.1,15.42,4.00E-09,0.347211,4,68,1,1.450426889,1.642431916,1.466473372
for,1,10,19.075994,19.363341,1718,15.42,8.76,16.18,3.58E-09,0.287347,5,68,0,3.166598059,3.467625025,5.246103461
a,1,10,19.363341,19.399259,1719,16.18,15.42,12.49,3.95E-09,0.035918,6,68,0,1.255200496,1.103502267,4.116531885
few,1,10,19.399259,19.674633,1720,12.49,16.18,11.06,3.81E-09,0.275374,7,68,1,2.414520182,2.439706628,4.652856937
minutes,1,10,19.674633,20.17749,1721,11.06,12.49,16.35,3.77E-09,0.502857,8,68,1,3.982759251,3.665004905,5.218517288
to,1,10,20.47681,20.596538,1722,16.35,11.06,13.27,0.0020362,0.119728,9,68,0,4.311297939,5.3396898,3.164185794
see,1,10,20.596538,20.788103,1723,13.27,16.35,14.65,4.00E-05,0.191565,10,68,1,0.503943136,0.868395503,2.112843787
if,1,10,20.788103,20.931776,1724,14.65,13.27,13.1,0.00012037,0.143673,11,68,0,2.695339374,2.759758464,3.427922178
she,1,10,20.931776,21.123341,1725,13.1,14.65,14.56,0.0014096,0.191565,12,68,0,1.897106628,2.095078599,2.228076568
was,1,10,21.123341,21.302932,1726,14.56,13.1,12.63,0.0041519,0.179591,13,68,0,1.219911654,1.637791063,1.472658515
going,1,10,21.302932,21.566334,1727,12.63,14.56,16.35,0.0028997,0.263402,14,68,0,3.802444994,3.813107813,4.316247289
to,1,10,21.566334,21.638171,1728,16.35,12.63,8.32,0.0038075,0.071837,15,68,0,2.537494638,3.600341246,5.180242794
shrink,1,10,21.638171,21.978912,1729,8.32,16.35,13.95,0.00011206,0.340741,16,68,1,1.023137244,1.019185409,2.31617085
any,1,10,21.978912,22.200892,1730,13.95,8.32,11.33,0.013788,0.22198,17,68,0,2.592977481,2.53676209,4.555562983
further,1,10,22.200892,22.727694,1731,11.33,13.95,13.1,0.014159,0.526802,18,68,1,6.460751513,10.16211087,7.040895571
she,1,10,23.18266,23.370085,1732,13.1,11.33,10.82,0.0050246,0.187425,1,69,0,4.518619472,3.396282256,2.690772999
felt,1,10,23.370085,23.69749,1733,10.82,13.1,16.18,0.0063046,0.327405,2,69,1,0.643683363,1.389300996,1.404534445
a,1,10,23.69749,23.761846,1734,16.18,10.82,12.57,0.0036201,0.064356,3,69,0,2.991921114,2.783550052,4.470883108
little,1,10,23.761846,24.068647,1735,12.57,16.18,8.81,0.0010536,0.306801,4,69,1,5.370660809,5.52481681,2.969742582
nervous,1,10,24.068647,24.487694,1736,8.81,12.57,14.08,0.0046966,0.419047,5,69,1,0.802896733,2.786796426,5.699156503
about,1,10,24.487694,24.787014,1737,14.08,8.81,14.99,0.0033619,0.29932,6,69,0,1.835435033,2.794455743,2.420000659
this,1,10,24.787014,25.206062,1738,14.99,14.08,15.42,7.26E-06,0.419048,7,69,0,2.050686008,1.687171377,4.714491427
for,1,10,25.876538,26.066158,1739,15.42,14.99,15.37,0.0011408,0.18962,8,69,0,6.61615131,6.728774379,2.305538639
it,1,10,26.066158,26.126762,1740,15.37,15.42,12.53,0.0012378,0.060604,9,69,0,1.653519607,2.308984477,2.461139991
might,1,10,26.126762,26.427286,1741,12.53,15.37,12.33,0.0006261,0.300524,10,69,0,3.150307324,3.334142439,4.323866989
end,1,10,26.511096,26.894225,1742,12.33,12.53,15.43,1.16E-06,0.383129,11,69,1,0.778503815,1.13071656,2.662729039
you,1,10,26.894225,27.063155,1743,15.43,12.33,13.59,7.07E-07,0.16893,12,69,0,2.343135269,2.41114586,1.538131325
know,1,10,27.063155,27.42245,1744,13.59,15.43,12.77,5.37E-07,0.359295,13,69,1,4.165631392,2.724226739,2.587139088
said,1,10,27.528783,27.755772,1745,12.77,13.59,8.65,0.0011389,0.226989,1,70,1,5.335348713,4.813874338,2.574801899
Alice,1,10,27.755772,28.127422,1746,8.65,12.77,16.35,0.010327,0.37165,2,70,1,2.380380727,4.779102292,2.985428467
to,1,10,28.127422,28.24715,1747,16.35,8.65,9.88,8.03E-05,0.119728,3,70,0,4.808789891,4.893000611,3.212811097
herself,1,10,28.24715,28.953545,1748,9.88,16.35,15.9,3.35E-06,0.706395,4,70,0,1.416480105,2.998250437,2.138392788
in,1,10,29.169055,29.291711,1749,15.9,9.88,14.39,0.00052091,0.122656,5,70,0,1.985675875,4.314005831,2.218959067
my,1,10,29.291711,29.444429,1750,14.39,15.9,12.63,0.0020661,0.152718,6,70,0,4.286848549,3.695477931,8.302626352
going,1,10,29.444429,29.8826,1751,12.63,14.39,13.9,0.00036447,0.438171,7,70,1,8.621433204,8.847085688,3.562272726
out,1,10,29.8826,30.043068,1752,13.9,12.63,8.6,0.0059012,0.160468,8,70,0,2.644141818,6.014438949,6.450544758
altogether,1,10,30.043068,30.641708,1753,8.6,13.9,13.87,0.0021845,0.59864,9,70,1,3.416470169,4.120379543,3.113913385
like,1,10,30.641708,30.917082,1754,13.87,8.6,16.18,4.97E-07,0.275374,10,70,0,2.41648012,2.674931405,3.4018368
a,1,10,30.917082,30.976946,1755,16.18,13.87,7.91,0.0096802,0.059864,11,70,0,1.5749095,1.402061301,4.515174756
candle,1,10,30.976946,31.671368,1756,7.91,16.18,15.79,0.0059096,0.694422,12,70,1,0.824339779,0.808864764,4.472017133
I,1,10,32.341844,32.473545,1757,15.79,7.91,10.86,0.00018603,0.131701,13,70,0,2.088240405,2.241406386,0.720338115
wonder,1,10,32.473545,32.844701,1758,10.86,15.79,14.1,0.00037097,0.371156,14,70,1,1.628449015,2.116800497,2.272201031
what,1,10,32.844701,33.000347,1759,14.1,10.86,15.79,0.0023486,0.155646,15,70,0,4.672391523,6.726112823,6.16846859
I,1,10,33.000347,33.09613,1760,15.79,14.1,13.3,0.0015844,0.095783,16,70,0,0.548932008,2.863371907,1.35324565
should,1,10,33.09613,33.347558,1761,13.3,15.79,14.95,0.00094781,0.251428,17,70,0,2.808799828,2.842886835,4.049605114
be,1,10,33.347558,33.479259,1762,14.95,13.3,13.87,1.02E-06,0.131701,18,70,0,0.778503815,0.570404859,3.293205205
like,1,10,33.479259,33.766606,1763,13.87,14.95,13.47,1.50E-06,0.287347,19,70,1,3.446234644,3.054988075,4.850654212
then,1,10,33.802524,34.25749,1764,13.47,13.87,16.19,1.23E-05,0.454966,20,70,0,4.153439916,5.787580373,3.349455484
And,1,10,35.200401,35.299123,1765,16.19,13.47,13.1,0.015482,0.098722,1,71,0,3.955187248,4.091827906,8.029067683
she,1,10,35.299123,35.442796,1766,13.1,16.19,11.69,0.00061622,0.143673,2,71,0,1.545762903,1.69115496,1.383702516
tried,1,10,35.442796,35.658307,1767,11.69,13.1,16.35,3.25E-05,0.215511,3,71,1,0.980686324,1.26761367,1.329357687
to,1,10,35.658307,35.813953,1768,16.35,11.69,8.9,7.70E-07,0.155646,4,71,0,3.634986599,3.768722339,5.980561117
fancy,1,10,35.813953,36.292864,1769,8.9,16.35,14.1,0.00036057,0.478911,5,71,1,5.155300211,7.001925493,3.606993846
what,1,10,36.292864,36.484429,1770,14.1,8.9,16.96,0.0088571,0.191565,6,71,0,5.582732698,7.244866709,4.890110906
the,1,10,36.484429,36.568239,1771,16.96,14.1,10.45,0.010968,0.08381,7,71,0,4.036009758,3.515427831,3.47973276
flame,1,10,36.568239,36.915449,1772,10.45,16.96,16.21,0.0019283,0.34721,8,71,1,1.586406693,1.447816075,4.518651171
of,1,10,36.915449,37.035177,1773,16.21,10.45,16.18,0.00016206,0.119728,9,71,0,1.877723178,2.151040848,2.1222156
a,1,10,37.035177,37.095041,1774,16.18,16.21,7.91,0.019129,0.059864,10,71,0,1.551038125,1.485846141,4.501009533
candle,1,10,37.095041,37.564513,1775,7.91,16.18,11.17,0.00327,0.469472,11,71,1,0.824339779,0.855528796,3.595430399
is,1,10,37.564513,37.753545,1776,11.17,7.91,13.87,0.0017114,0.189032,12,71,1,5.423379808,6.107517764,3.343354318
like,1,10,37.753545,38.088783,1777,13.87,11.17,12.93,0.00038424,0.335238,13,71,1,3.524997559,4.603028621,4.672480939
after,1,10,38.136674,38.447966,1778,12.93,13.87,16.96,0.00092521,0.311292,14,71,1,2.50452118,2.964880291,2.350387423
the,1,10,38.447966,38.579667,1779,16.96,12.93,7.91,2.54E-07,0.131701,15,71,0,2.050686008,1.577303473,4.556399672
candle,1,10,38.579667,39.027666,1780,7.91,16.96,15.68,5.07E-07,0.447999,16,71,1,0.824339779,0.775184535,3.790670564
is,1,10,39.027666,39.202252,1781,15.68,7.91,8.66,4.59E-07,0.174586,17,71,0,5.423379808,6.130277521,3.321215133
blown,1,10,39.202252,39.464076,1782,8.66,15.68,13.9,4.50E-07,0.261824,18,71,1,4.903929912,5.339123212,3.611214251
out,1,10,39.464076,39.776946,1783,13.9,8.66,15.42,9.62E-07,0.31287,19,71,0,4.966083186,5.06169379,7.073816403
for,1,10,40.207966,40.327694,1784,15.42,13.9,13.1,0.00010848,0.119728,1,72,0,1.379955506,1.812219789,2.465240967
she,1,10,40.327694,40.495313,1785,13.1,15.42,13.21,0.016377,0.167619,2,72,0,3.201116214,2.240969373,2.182894997
could,1,10,40.495313,40.67832,1786,13.21,13.1,14.77,0.0023926,0.183007,3,72,0,3.150307324,3.061771367,4.300940292
not,1,10,40.67832,40.926334,1787,14.77,13.21,11.87,0.01946,0.248014,4,72,0,1.65297481,2.362916129,3.796475267
remember,1,10,40.926334,41.357354,1788,11.87,14.77,12.07,0.010138,0.43102,5,72,1,0.438650639,1.458452649,2.306971287
having,1,10,41.357354,41.728511,1789,12.07,11.87,12.03,0.013846,0.371157,6,72,0,4.227518913,3.675743867,4.149029783
ever,1,10,41.776402,42.11164,1790,12.03,12.07,11.99,0.0013106,0.335238,7,72,0,6.198285974,5.832987024,3.86985178
seen,1,10,42.11164,42.446878,1791,11.99,12.03,12.82,9.93E-07,0.335238,8,72,1,5.597880691,5.485768683,4.309916904
such,1,10,42.446878,42.681776,1792,12.82,11.99,16.18,0.00016672,0.234898,9,72,1,4.866525001,8.07284543,6.863108058
a,1,10,42.681776,42.758171,1793,16.18,12.82,12.4,0.0074547,0.076395,10,72,0,0.001443418,1.72301517,4.065724634
thing,1,10,42.758171,43.1413,1794,12.4,16.18,12.93,0.00065108,0.383129,11,72,1,1.063727883,1.140360076,4.085306766
After,1,10,43.835722,44.265333,1795,12.93,12.4,16.18,0.012171,0.429611,1,73,1,3.941534123,4.512563703,4.244906395
a,1,10,44.265333,44.362524,1796,16.18,12.93,12.56,0.0079266,0.097191,2,73,0,1.922007801,1.489829036,2.910717607
while,1,10,44.362524,44.757626,1797,12.56,16.18,10.39,0.010207,0.395102,3,73,0,0.824339779,0.897837421,4.895024891
finding,1,10,44.841436,45.236538,1798,10.39,12.56,15.48,0.003631,0.395102,4,73,1,5.423379808,5.725518046,3.419112778
that,1,10,45.236538,45.404157,1799,15.48,10.39,11.99,0.00049475,0.167619,5,73,0,2.374902868,2.31884525,3.661612232
nothing,1,10,45.404157,45.775313,1800,11.99,15.48,13.89,0.0025808,0.371156,6,73,1,3.929541963,3.780543505,4.450667773
more,1,10,45.775313,45.974426,1801,13.89,11.99,10.95,0.0015766,0.199113,7,73,1,7.243597088,9.591251102,7.107936109
happened,1,10,45.974426,46.493681,1802,10.95,13.89,13.1,0.004443,0.519255,8,73,1,4.059163597,4.487197789,1.427185005
she,1,10,46.816946,46.996538,1803,13.1,10.95,10.81,4.73E-06,0.179592,9,73,0,2.059176856,3.605657258,2.285205401
decided,1,10,46.996538,47.534175,1804,10.81,13.1,15.08,0.02558,0.537637,10,73,1,2.782802419,2.387340489,1.411112935
on,1,10,47.534175,47.738851,1805,15.08,10.81,12.63,0.020908,0.204676,11,73,0,3.166598059,2.952825493,3.893834764
going,1,10,47.738851,48.055802,1806,12.63,15.08,13.24,0.017093,0.316951,12,73,1,4.048732743,5.05334902,3.404270597
into,1,10,48.055802,48.313545,1807,13.24,12.63,16.96,0.016848,0.257743,13,73,0,2.460874367,2.228856179,4.572109658
the,1,10,48.313545,48.433273,1808,16.96,13.24,9.33,0.01808,0.119728,14,73,0,1.241494221,1.340481133,4.526526443
garden,1,10,48.433273,48.799561,1809,9.33,16.96,14.5,0.00024766,0.366288,15,73,1,0.824339779,0.782495837,4.759198072
at,1,10,48.799561,48.948103,1810,14.5,9.33,12.15,0.0043078,0.148542,16,73,0,1.877723178,2.044676482,2.114287805
once,1,10,48.948103,49.45096,1811,12.15,14.5,14.57,0.00021651,0.502857,17,73,1,6.251470043,5.493532433,3.175555639
but,1,10,50.145381,50.268403,1812,14.57,12.15,8.38,0.0095675,0.123022,18,73,0,3.569112764,3.674015538,9.07658319
alas,1,10,50.268403,50.755994,1813,8.38,14.57,15.42,0.0065706,0.487591,19,73,0,4.490017671,3.935749977,3.650278223
for,1,10,50.755994,50.839803,1814,15.42,8.38,10.89,0.020353,0.083809,20,73,0,2.551639408,3.890067264,2.196147225
poor,1,10,50.839803,51.132009,1815,10.89,15.42,8.65,0.014022,0.292206,21,73,1,4.384214261,4.876393764,4.462408902
Alice,1,10,51.132009,51.606062,1816,8.65,10.89,13.76,0.0018753,0.474053,22,73,1,4.460585388,6.133754069,3.844887692
when,1,10,51.606062,51.737762,1817,13.76,8.65,13.1,0.0051952,0.1317,23,73,0,4.647078431,6.081147293,3.727772242
she,1,10,51.737762,51.905381,1818,13.1,13.76,12.61,0.025467,0.167619,24,73,0,1.500249166,1.906066475,1.598795071
got,1,10,51.905381,52.204701,1819,12.61,13.1,16.35,0.0018562,0.29932,25,73,1,1.138946301,1.329811271,1.311499525
to,1,10,52.204701,52.324429,1820,16.35,12.61,16.96,7.87E-05,0.119728,26,73,0,3.634986599,3.736038528,6.203269178
the,1,10,52.324429,52.468103,1821,16.96,16.35,10.89,8.97E-06,0.143674,27,73,0,2.974135511,3.222232022,3.780673467
door,1,10,52.468103,52.994905,1822,10.89,16.96,13.1,4.57E-07,0.526802,28,73,1,0.738408143,1.28653331,4.596639374
she,1,10,53.330143,53.535131,1823,13.1,10.89,12.21,0.00016143,0.204988,29,73,0,3.719363572,3.690048808,2.596385036
found,1,10,53.535131,53.868919,1824,12.21,13.1,13.1,0.0038041,0.333788,30,73,1,1.107378018,1.298595907,1.778529977
she,1,10,53.868919,54.037468,1825,13.1,12.21,13.53,3.41E-07,0.168549,31,73,0,3.521044465,4.106088248,1.904366937
d,1,10,54.037468,54.104375,1826,13.53,13.1,9.31,3.87E-07,0.066907,32,73,0,2.782802419,2.42536173,1.419363565
forgotten,1,10,54.104375,54.599259,1827,9.31,13.53,16.96,3.35E-06,0.494884,33,73,1,3.654884948,4.020724906,4.314051196
the,1,10,54.599259,54.697428,1828,16.96,9.31,12.57,0.00016793,0.098169,34,73,0,3.260176774,2.973420196,3.836906163
little,1,10,54.697428,55.030279,1829,12.57,16.96,9.77,0.011521,0.332851,35,73,1,2.808796506,2.177629439,4.394140239
golden,1,10,55.030279,55.413409,1830,9.77,12.57,11.47,0.0012131,0.38313,36,73,1,3.237331874,3.782965082,4.323580429
key,1,10,55.413409,55.916266,1831,11.47,9.77,16.19,0.0084518,0.502857,37,73,1,0.705457938,0.9729499,4.13362069
and,1,10,56.347286,56.497428,1832,16.19,11.47,13.76,0.0050284,0.150142,1,74,0,3.281191291,2.903413854,8.452485176
when,1,10,56.497428,56.646606,1833,13.76,16.19,13.1,0.00051323,0.149178,2,74,0,6.200511666,6.25333157,4.682629252
she,1,10,56.646606,56.802252,1834,13.1,13.76,11.66,0.0012611,0.155646,3,74,0,0.885964867,2.137602981,0.692492275
went,1,10,56.802252,56.993817,1835,11.66,13.1,12.88,0.0022461,0.191565,4,74,1,1.138946301,1.613781436,1.30812343
back,1,10,56.993817,57.245245,1836,12.88,11.66,16.35,0.0017885,0.251428,5,74,1,2.449772483,2.459569071,3.5225026
to,1,10,57.245245,57.353,1837,16.35,12.88,16.96,3.30E-07,0.107755,6,74,0,4.863568485,4.625876219,4.406149696
the,1,10,57.353,57.460756,1838,16.96,16.35,10.93,6.70E-07,0.107756,7,74,0,2.748676251,3.319591668,4.374987496
table,1,10,57.460756,57.843885,1839,10.93,16.96,15.42,4.55E-07,0.383129,8,74,1,0.738408143,1.11563643,4.60821562
for,1,10,57.843885,58.204357,1840,15.42,10.93,15.37,4.56E-07,0.360472,9,74,0,1.877723178,2.081294362,2.124655045
it,1,10,58.204357,58.384005,1841,15.37,15.42,13.1,3.09E-07,0.179648,10,74,0,2.421403217,2.310921094,2.104064367
she,1,10,58.670007,58.874526,1842,13.1,15.37,12.21,0.018287,0.204519,11,74,0,5.258844709,5.504401757,1.742883188
found,1,10,58.874526,59.124973,1843,12.21,13.1,13.1,0.01666,0.250447,12,74,1,1.351941686,1.47851662,1.871879615
she,1,10,59.124973,59.244701,1844,13.1,12.21,13.21,0.01556,0.119728,13,74,0,3.521044465,3.921320437,2.03360795
could,1,10,59.244701,59.448239,1845,13.21,13.1,14.77,0.0011661,0.203538,14,74,0,3.367770703,2.815368296,4.130436282
not,1,10,59.448239,59.71164,1846,14.77,13.21,10.6,0.012785,0.263401,15,74,0,1.65297481,2.493547301,3.94505446
possibly,1,10,59.855313,60.430007,1847,10.6,14.77,10.44,0.010183,0.574694,16,74,1,3.351925106,3.153607493,3.257891179
reach,1,10,60.430007,60.784961,1848,10.44,10.6,15.37,0.0017674,0.354954,17,74,1,3.898182962,2.525323862,2.728922476
it,1,10,60.784961,60.992728,1849,15.37,10.44,13.1,0.0032051,0.207767,18,74,0,2.420157494,2.599762707,1.774447975
she,1,11,0.27448538,0.518429,1850,13.1,15.37,13.21,3.24E-07,0.24394362,19,74,0,4.803076175,5.40946769,2.420878042
could,1,11,0.489783265,0.730509,1851,13.21,13.1,13.27,3.67E-09,0.240725735,20,74,0,2.503943165,3.00993959,4.231987999
see,1,11,0.701863265,1.093123,1852,13.27,13.21,15.37,3.91E-09,0.391259735,21,74,1,0.778503815,0.437080845,2.925430184
it,1,11,1.064477265,1.308633,1853,15.37,13.27,11.95,3.54E-09,0.244155735,22,74,0,2.343135269,2.39526481,1.434558138
quite,1,11,1.279987265,1.643871,1854,11.95,15.37,7.48,3.86E-09,0.363883735,23,74,1,3.388034464,3.502756153,3.112414253
plainly,1,11,1.615225265,2.158701,1855,7.48,11.95,12.63,3.95E-09,0.543475735,24,74,1,2.570285391,2.194559014,3.596395647
through,1,11,2.130055265,2.398157,1856,12.63,7.48,16.96,3.30E-09,0.268101735,25,74,0,1.917284019,3.055454199,3.550561721
the,1,11,2.369511265,2.481966,1857,16.96,12.63,9.94,3.69E-09,0.112454735,26,74,0,1.5749095,1.407190764,4.297767402
glass,1,11,2.453320265,3.176388,1858,9.94,16.96,16.19,3.54E-09,0.723067735,27,74,1,0.824339779,0.838885797,4.572775889
and,1,11,3.578762265,3.724469,1859,16.19,9.94,13.1,3.84E-09,0.145706735,1,75,0,3.148749339,2.833913849,8.617169261
she,1,11,3.695823265,3.894755,1860,13.1,16.19,11.69,3.51E-09,0.198931735,2,75,0,2.817732493,2.566397486,2.35650279
tried,1,11,3.866109265,4.229993,1861,11.69,13.1,13.3,3.79E-09,0.363883735,3,75,1,0.980686324,1.305183942,1.634343206
her,1,11,4.201347265,4.361694,1862,13.3,11.69,12.51,4.08E-09,0.160346735,4,75,0,5.432481891,5.401051888,7.778855525
best,1,11,4.333048265,4.924415,1863,12.51,13.3,16.35,4.18E-09,0.591366735,5,75,1,6.840547552,10.2376635,9.490437814
to,1,11,4.895769265,5.008225,1864,16.35,12.51,8.72,3.70E-09,0.112455735,6,75,0,2.059176856,5.157826133,3.097678635
