praatword,parsedword,k_10distance,k_10surprisal,k_10entropy,k_10Hdelta,k_20distance,k_20surprisal,k_20entropy,k_20Hdelta,k_40distance,k_40surprisal,k_40entropy,k_40Hdelta,k_60distance,k_60surprisal,k_60entropy,k_60Hdelta,k_80distance,k_80surprisal,k_80entropy,k_80Hdelta,k_100distance,k_100surprisal,k_100entropy,k_100Hdelta
back,back,13,4.10767,2.686288,0.516441,13,4.084999,3.229816,0.530376,14,4.047242,3.728552,0.564124,15,4.033323,4.018327,0.575362,15,4.036896,4.264524,0.574982,16,4.028795,4.423491,0.58561
to,to,14,3.119363,2.895548,0.20926,14,3.109438,3.453623,0.223807,14,3.08384,3.986262,0.25771,14,3.06276,4.280117,0.26179,15,3.056426,4.515354,0.25083,15,3.044236,4.673932,0.250441
the,the,8,1.56967,2.906222,0.010674,8,1.501731,3.425872,-0.027751,7,1.476527,3.961796,-0.024466,8,1.470034,4.23198,-0.048137,8,1.471897,4.467058,-0.048296,8,1.472059,4.635989,-0.037943
table,table,15,4.355845,2.135149,-0.771073,16,4.476634,2.600333,-0.825539,16,4.479218,3.200874,-0.760922,17,4.473878,3.548688,-0.683292,17,4.48366,3.760387,-0.706671,17,4.480207,3.947267,-0.688722
for,for,15,5.157573,3.048525,0.913376,15,4.960668,3.629691,1.02936,16,4.92704,4.194661,0.993787,17,4.926125,4.547006,0.998318,17,4.90962,4.76647,1.00608,17,4.906545,4.93051,0.983243
it,it,10,2.636448,2.187794,-0.860731,10,2.560002,2.851749,-0.777942,10,2.583322,3.4249,-0.769761,10,2.607987,3.719836,-0.82717,10,2.618057,3.946705,-0.819765,10,2.608239,4.145424,-0.785086
she,she,11,4.476585,3.210888,1.02309,11,4.597518,3.790581,0.938832,12,4.551861,4.354946,0.930046,12,4.462488,4.74523,1.02539,12,4.438612,5.017603,1.0709,12,4.41708,5.138973,0.993549
found,found,10,4.605808,2.675469,-0.535419,10,4.59808,3.310933,-0.479648,10,4.590312,3.932261,-0.422685,10,4.577564,4.282483,-0.462747,10,4.573338,4.527854,-0.489749,15,4.562727,4.70756,-0.431413
she,she,9,6.162356,3.217299,0.54183,10,6.147416,3.868066,0.557133,10,6.126588,4.519729,0.587468,10,6.093304,4.881891,0.599408,9,6.087047,5.156274,0.62842,10,6.065476,5.321148,0.613588
could,could,15,2.417813,2.260565,-0.956734,15,2.419862,2.908738,-0.959328,16,2.435378,3.537214,-0.982515,16,2.460558,3.841314,-1.04058,16,2.456923,4.107871,-1.0484,16,2.4731,4.24847,-1.07268
not,not,15,2.015419,2.419289,0.158724,15,2.01527,3.06794,0.159202,16,2.013415,3.698076,0.160862,16,2.000935,4.00514,0.163826,16,2.001452,4.271399,0.163528,16,1.993653,4.408249,0.159779
possibly,possibly,15,7.293926,2.352585,-0.066704,15,7.292881,3.040128,-0.027812,16,7.286892,3.667812,-0.030264,16,7.276936,4.011076,0.005936,16,7.276195,4.265016,-0.006383,16,7.267647,4.443209,0.03496
reach,reach,10,8.093046,2.230194,-0.122391,15,8.093847,2.877357,-0.162771,16,8.100243,3.504326,-0.163486,16,8.115918,3.792078,-0.218998,16,8.115857,4.057332,-0.207684,16,8.127914,4.187533,-0.255676
it,it,11,4.081079,3.008113,0.777919,11,4.066636,3.656302,0.778945,11,4.048042,4.296158,0.791832,11,4.004338,4.599328,0.80725,11,4.005232,4.866112,0.80878,11,3.976414,5.011203,0.82367
she,she,15,4.448475,3.543538,0.535425,14,4.430688,4.202459,0.546157,14,4.408053,4.847258,0.5511,14,4.373464,5.194475,0.595147,14,4.365272,5.487319,0.621207,14,4.351351,5.640612,0.629409
could,could,10,3.650154,2.422635,-1.1209,10,3.651548,3.08007,-1.12239,10,3.651619,3.729597,-1.11766,11,3.656928,4.09663,-1.09784,11,3.656619,4.356187,-1.13113,11,3.653499,4.537646,-1.10297
see,see,11,3.652358,2.292045,-0.13059,12,3.659136,2.939693,-0.140377,12,3.669847,3.579354,-0.150243,12,3.669283,3.943455,-0.153175,19,3.667039,4.208633,-0.147554,19,3.666268,4.389772,-0.147874
it,it,8,1.832202,2.895231,0.603186,8,1.826416,3.552454,0.612761,8,1.827799,4.191411,0.612057,8,1.825644,4.558248,0.614793,8,1.822113,4.823351,0.614718,8,1.816126,5.004766,0.614994
quite,quite,13,8.225263,1.833018,-1.06221,13,7.198695,1.390944,-2.16151,14,7.100162,2.039275,-2.15214,14,6.613397,2.727362,-1.83089,21,6.356393,3.173915,-1.64944,21,6.325414,3.323029,-1.68174
plainly,<UNK>,9,3.396674,2.215936,0.382918,9,2.41085,0.917777,-0.473167,9,2.404699,1.592519,-0.446756,9,2.351181,2.424333,-0.303029,9,2.350267,2.898794,-0.275121,9,2.346088,3.072622,-0.250407
through,through,13,8.123739,0.430071,-1.78587,14,8.568827,1.373055,0.455278,14,8.574859,2.040246,0.447727,14,8.611278,2.879411,0.455078,15,8.671411,3.255626,0.356832,15,8.649359,3.476091,0.403469
the,the,6,1.236495,1.029718,0.599647,7,1.347003,1.958824,0.585769,7,1.346869,2.624359,0.584113,8,1.360746,3.454283,0.574872,8,1.369238,3.827536,0.57191,8,1.368713,4.050635,0.574544
glass,glass,15,6.462985,0.610646,-0.419072,17,6.06626,1.340232,-0.618592,17,6.066641,2.007424,-0.616935,17,6.023711,2.884978,-0.569305,17,6.036283,3.262026,-0.56551,17,6.038532,3.477719,-0.572916
and,and,14,3.037933,0.369445,-0.241201,15,3.089435,1.506761,0.166529,15,3.089301,2.181432,0.174008,15,3.231729,3.070171,0.185193,15,3.227265,3.465442,0.203416,15,3.22332,3.674989,0.19727
she,she,11,1.723978,0.434766,0.065321,11,1.816081,1.509539,0.002778,11,1.815783,2.182433,0.001001,11,1.901271,2.957099,-0.113072,11,1.885293,3.373674,-0.091768,11,1.879826,3.585706,-0.089283
tried,tried,10,4.475549,0.594531,0.159765,10,4.490193,1.633701,0.124162,10,4.490459,2.305318,0.122885,10,4.508718,3.022412,0.065313,10,4.505095,3.44783,0.074156,10,4.503961,3.661759,0.076053
her,her,11,3.47527,1.306618,0.712087,10,3.499537,2.310437,0.676736,10,3.500555,2.975878,0.67056,10,3.518601,3.66791,0.645498,10,3.538736,4.090337,0.642507,10,3.538803,4.306025,0.644266
best,best,12,9.688484,1.263954,-0.042664,13,9.800938,1.883367,-0.42707,13,9.787413,2.555491,-0.420387,13,9.895939,3.080989,-0.586921,13,9.947208,3.44064,-0.649697,13,9.935928,3.646772,-0.659253
to,to,12,2.98803,2.141454,0.8775,12,2.943623,2.899553,1.01619,13,2.764977,3.423798,0.868307,12,2.906286,4.156316,1.07533,13,2.878074,4.530623,1.08998,13,2.886091,4.741575,1.0948
climb,<UNK>,5,2.64246,1.985974,-0.15548,5,2.650991,2.736649,-0.162904,5,2.650641,3.30219,-0.121608,5,2.653986,3.9501,-0.206216,5,2.654589,4.308923,-0.2217,5,2.655591,4.519591,-0.221984
up,up,15,4.624279,1.506511,-0.479463,15,4.646438,2.207978,-0.528671,16,4.701727,2.93327,-0.36892,15,4.656768,3.406148,-0.543952,16,4.655666,3.780811,-0.528112,16,4.65504,3.994535,-0.525056
one,one,14,5.086921,2.521448,1.01494,14,5.074838,3.230343,1.02236,15,5.087103,3.922654,0.989384,14,5.083483,4.424343,1.0182,14,5.11458,4.77714,0.996329,14,5.111241,4.991571,0.997036
of,of,16,2.143947,1.551019,-0.970429,16,2.142356,2.276016,-0.954327,17,2.143878,2.938022,-0.984632,16,2.145399,3.450595,-0.973748,16,2.145561,3.77058,-1.00656,16,2.152792,3.969546,-1.02203
the,the,6,1.297046,1.998593,0.447574,6,1.298267,2.727526,0.45151,6,1.302005,3.393707,0.455685,6,1.299572,3.906796,0.456201,6,1.299287,4.22827,0.45769,6,1.297956,4.426394,0.456848
legs,legs,19,10.063868,1.722424,-0.276169,19,10.082568,2.39699,-0.330536,20,10.084811,3.077188,-0.316519,19,10.081947,3.579741,-0.327055,19,10.089313,3.882508,-0.345762,19,10.088096,4.086522,-0.339872
of,of,18,3.200422,1.473646,-0.248778,18,3.311642,2.033383,-0.363607,19,3.260318,2.732102,-0.345086,18,3.293661,3.255782,-0.323959,18,3.354796,3.535178,-0.34733,18,3.330623,3.757517,-0.329005
the,the,6,1.217866,1.736769,0.263123,6,1.220257,2.265924,0.232541,5,1.220005,3.007361,0.275259,5,1.217966,3.503598,0.247816,6,1.218756,3.757217,0.222039,5,1.218621,3.984361,0.226844
table,table,21,3.980234,1.266434,-0.470335,21,3.982022,1.788722,-0.477202,22,3.9887,2.534002,-0.473359,21,3.980885,3.032815,-0.470783,21,3.98059,3.284391,-0.472826,21,3.981389,3.512302,-0.472059
but,but,20,3.424498,2.075927,0.809493,20,3.441309,2.630905,0.842183,21,3.383868,3.358561,0.824559,20,3.433885,3.828791,0.795976,20,3.451565,4.097115,0.812724,20,3.441569,4.321244,0.808942
it,it,9,2.670868,2.131688,0.055761,9,2.660475,2.669627,0.038722,9,2.648654,3.388872,0.030311,9,2.66738,3.881695,0.052904,9,2.669399,4.141479,0.044364,9,2.667604,4.36926,0.048016
was,was,10,1.687316,2.056003,-0.075685,10,1.680378,2.63255,-0.037077,10,1.681287,3.348451,-0.040421,10,1.685085,3.81325,-0.068445,10,1.684066,4.079332,-0.062147,10,1.684163,4.307033,-0.062227
too,too,11,4.495995,1.998608,-0.057395,11,4.492655,2.509988,-0.122562,11,4.497735,3.249394,-0.099057,11,4.493141,3.729038,-0.084212,11,4.489931,4.009472,-0.06986,11,4.491938,4.234904,-0.072129
slippery,<UNK>,8,2.435291,1.933504,-0.065104,8,2.438975,2.516749,0.006761,8,2.438995,3.230065,-0.019329,8,2.435546,3.693335,-0.035703,8,2.437071,3.956279,-0.053193,8,2.437075,4.185062,-0.049842
and,and,12,2.261565,2.600737,0.667233,12,2.259079,3.195105,0.678356,12,2.23957,3.901177,0.671112,12,2.271086,4.363286,0.669951,12,2.278689,4.635674,0.679395,12,2.271599,4.856922,0.67186
when,when,9,5.071448,2.305586,-0.295151,12,5.066903,2.841585,-0.35352,12,5.093091,3.590493,-0.310684,12,5.065281,4.062943,-0.300343,12,5.056392,4.336476,-0.299198,12,5.06239,4.557273,-0.299649
she,she,10,0.97635,2.116615,-0.188971,10,0.975877,2.741453,-0.100132,10,0.973863,3.456869,-0.133624,10,0.975709,3.907816,-0.155127,10,0.976809,4.192841,-0.143635,10,0.976304,4.409359,-0.147914
had,had,12,2.140655,2.147115,0.0305,13,2.139339,2.774748,0.033295,13,2.13581,3.486617,0.029748,13,2.138489,3.941127,0.033311,12,2.13907,4.225442,0.032601,13,2.139015,4.441977,0.032618
tired,tired,13,11.600692,0.249462,-1.89765,13,11.407738,0.93212,-1.84263,13,11.493563,1.6315,-1.85512,13,11.49263,2.031354,-1.90977,13,11.479852,2.311736,-1.91371,13,11.480232,2.53985,-1.90213
herself,herself,14,9.184855,1.302355,1.05289,14,6.45243,1.078972,0.146852,14,6.426703,1.769733,0.138233,14,6.740353,1.980782,-0.050572,14,6.911124,2.089936,-0.2218,14,6.786723,2.443116,-0.096734
out,out,16,6.971394,2.084147,0.781792,16,3.798698,0.916649,-0.162323,16,3.807207,1.60805,-0.161683,16,3.786305,1.779326,-0.201456,16,3.806139,1.792301,-0.297635,16,3.78299,2.233432,-0.209684
with,with,16,4.227837,2.158841,0.074694,16,3.26311,0.681243,-0.235406,16,3.262071,1.380567,-0.227483,16,3.240034,1.568161,-0.211165,16,3.239367,1.58089,-0.211411,16,3.234763,2.029941,-0.203491
trying,trying,16,7.882472,2.119968,-0.038873,17,10.305628,2.554998,1.87375,17,10.26265,3.278606,1.89804,17,10.335874,3.393787,1.82563,17,10.304268,3.523404,1.94251,17,10.341589,3.852773,1.82283
the,the,10,4.570754,4.056766,1.9368,11,4.641795,4.537523,1.98253,11,4.652234,5.210449,1.93184,11,4.525398,5.460431,2.06664,10,4.505896,5.439546,1.91614,10,4.548504,5.75501,1.90224
poor,poor,19,5.826042,1.774407,-2.28236,20,5.595324,2.406453,-2.13107,20,5.628098,3.048006,-2.16244,20,5.633984,3.399309,-2.06112,20,5.871294,3.629739,-1.80981,20,5.894869,3.884627,-1.87038
little,little,19,1.398854,1.593113,-0.181294,20,1.160125,2.253759,-0.152694,20,1.173847,2.880358,-0.167648,20,1.196686,3.180236,-0.219073,20,1.29001,3.358004,-0.271735,20,1.295632,3.607418,-0.277209
thing,thing,19,0.939485,1.304343,-0.28877,20,1.060757,2.116335,-0.137424,20,1.079273,2.711938,-0.16842,20,1.087582,2.965883,-0.214353,20,1.16261,3.019146,-0.338858,20,1.160596,3.271894,-0.335524
sat,sat,19,5.431344,1.810161,0.505818,20,5.378633,2.686069,0.569734,20,5.381845,3.265466,0.553528,20,5.365106,3.500091,0.534208,20,5.40455,3.477131,0.457985,20,5.402833,3.737935,0.466041
down,down,13,1.939276,1.962899,0.152738,12,2.063534,3.006125,0.320056,12,2.047481,3.631688,0.366222,19,2.030281,3.902209,0.402118,20,2.000189,3.884755,0.407624,20,2.004174,4.142923,0.404988
and,and,12,1.429752,1.517111,-0.445788,12,1.404404,2.618637,-0.387488,12,1.421178,3.256667,-0.375021,12,1.434667,3.509055,-0.393154,17,1.471974,3.510864,-0.373891,17,1.468309,3.757677,-0.385246
cried,cried,9,7.997281,1.655436,0.138325,9,8.206884,2.543646,-0.074991,9,8.219503,3.117982,-0.138685,9,8.138809,3.534157,0.025102,9,8.102647,3.495022,-0.015842,9,8.090378,3.777464,0.019787
come,come,9,4.473932,0.972967,-0.682469,9,4.456484,1.019334,-1.52431,9,4.450778,1.056369,-2.06161,9,4.448603,1.065386,-2.46877,9,4.44767,1.068804,-2.42622,9,4.447184,1.070408,-2.70706
there,there,11,6.590346,2.218139,1.24517,11,6.426485,2.65901,1.63968,11,6.351769,2.839556,1.78319,11,6.324045,2.950705,1.88532,11,6.308148,3.019996,1.95119,11,6.297864,3.054876,1.98447
's,'s,11,0.603647,1.63992,-0.578219,12,0.654573,1.983363,-0.675647,12,0.681578,2.21911,-0.620446,12,0.699701,2.282076,-0.668629,12,0.704501,2.351158,-0.668838,12,0.707647,2.399219,-0.655657
no,no,7,2.317656,2.49902,0.8591,8,2.247113,2.833515,0.850152,7,2.22733,3.057281,0.838171,8,2.208552,3.123006,0.84093,8,2.201617,3.190857,0.839699,8,2.198251,3.237505,0.838286
use,use,14,1.317001,1.656088,-0.842932,15,1.382681,1.993287,-0.840228,15,1.399498,2.235712,-0.821569,16,1.416781,2.30397,-0.819036,16,1.421197,2.382885,-0.807972,16,1.423186,2.435626,-0.801879
in,in,13,2.827416,1.600569,-0.055519,14,2.842542,1.902424,-0.090863,15,2.841572,2.157438,-0.078274,16,2.84159,2.227535,-0.076435,16,2.841493,2.308857,-0.074028,16,2.841207,2.365527,-0.070099
crying,<UNK>,9,3.080831,2.513371,0.912802,9,2.999626,2.843347,0.940923,9,2.976905,3.106575,0.949137,9,2.958987,3.185047,0.957512,9,2.955156,3.270747,0.96189,9,2.953298,3.329812,0.964285
like,like,16,5.959914,1.963327,-0.550044,17,5.762911,2.834358,-0.008989,18,5.727933,3.09789,-0.008685,18,5.710671,3.276375,0.091328,19,5.700506,3.409193,0.138446,19,5.69539,3.477213,0.147401
that,that,10,3.366377,2.396475,0.433148,11,3.392653,3.118923,0.284565,11,3.367582,3.460655,0.362765,11,3.354808,3.637188,0.360813,12,3.345939,3.753789,0.344596,12,3.341272,3.832084,0.354871
said,said,9,2.33151,0.443703,-1.95277,9,2.326984,0.463116,-2.65581,9,2.324995,0.46986,-2.99079,9,2.324498,0.471405,-3.16578,9,2.324254,0.472154,-3.28163,9,2.324125,0.472536,-3.35955
alice,alice,5,1.191318,0.595215,0.151512,5,1.188864,0.6331,0.169984,5,1.187068,0.647493,0.177633,5,1.186657,0.651712,0.180307,5,1.186451,0.654317,0.182163,5,1.186297,0.655696,0.18316
to,to,12,3.976704,1.792386,1.19717,12,3.937781,1.928758,1.29566,12,3.919744,2.02319,1.3757,12,3.911719,2.048915,1.3972,12,3.907568,2.062762,1.40845,12,3.905271,2.080038,1.42434
herself,herself,12,0.745821,0.722651,-1.06974,12,0.761055,0.903635,-1.02512,12,0.777964,0.931968,-1.09122,13,0.785302,0.944575,-1.10434,13,0.788165,0.9603,-1.10246,13,0.789909,0.967397,-1.11264
rather,rather,13,6.957709,1.262073,0.539422,14,6.890074,1.590795,0.68716,14,6.800853,1.972326,1.04036,14,6.786289,2.059231,1.11466,14,6.776743,2.12492,1.16462,14,6.765329,2.196959,1.22956
sharply,sharply,13,8.795071,0.784443,-0.47763,13,8.466338,1.650972,0.060177,14,8.322229,2.088156,0.11583,14,8.29267,2.246194,0.186963,14,8.278065,2.360616,0.235696,14,8.236939,2.512879,0.31592
i,i,11,3.289839,1.542647,0.758204,11,3.52278,2.279075,0.628103,11,3.62046,2.677188,0.589032,11,3.631753,2.772283,0.526089,11,3.63192,2.886139,0.525523,11,3.627472,3.077454,0.564575
advise,<UNK>,6,5.550446,2.032558,0.489911,6,5.428776,2.621327,0.342252,6,5.39185,3.17784,0.500652,7,5.364615,3.351668,0.579385,7,5.346917,3.501984,0.615845,6,5.339851,3.689448,0.611994
you,you,9,3.499381,2.379083,0.346525,9,3.608076,3.063063,0.441736,9,3.591656,3.53884,0.361,9,3.573471,3.751569,0.399901,9,3.568294,3.910553,0.408569,10,3.574368,4.107656,0.418208
to,to,13,4.049443,2.114595,-0.264488,13,4.00084,2.68731,-0.375753,13,3.991082,3.161518,-0.377322,13,3.951422,3.5669,-0.184669,13,3.936957,3.743581,-0.166972,13,3.926351,3.942837,-0.164819
leave,leave,13,5.387529,1.502552,-0.612043,13,5.358316,2.128154,-0.559156,14,5.349171,2.657316,-0.504202,14,5.351343,2.989388,-0.577512,14,5.346976,3.198781,-0.5448,14,5.348315,3.383616,-0.559221
off,off,15,3.704936,1.652548,0.149996,15,3.69436,2.299791,0.171637,15,3.686671,2.820841,0.163525,15,3.686838,3.139581,0.150193,15,3.683713,3.363584,0.164803,15,3.682925,3.544168,0.160552
this,this,13,4.747621,2.286366,0.633818,14,4.740206,2.907812,0.608021,14,4.734836,3.474354,0.653513,14,4.732446,3.800657,0.661076,14,4.736133,4.01902,0.655436,14,4.734944,4.204795,0.660627
minute,minute,16,4.913439,1.884933,-0.401433,17,4.91204,2.51096,-0.396852,17,4.922161,3.022445,-0.451909,17,4.918642,3.36594,-0.434717,17,4.916951,3.571128,-0.447892,17,4.917122,3.757827,-0.446968
she,she,9,3.54883,0.936411,-0.948522,9,3.543268,0.968648,-1.54231,9,3.540295,0.980348,-2.0421,9,3.539265,0.983497,-2.38244,9,3.538815,0.984976,-2.58615,9,3.538568,0.986161,-2.77167
generally,generally,11,10.358111,1.908173,0.971762,11,10.302217,2.048669,1.08002,12,10.249511,2.234589,1.25424,12,10.225618,2.346203,1.36271,12,10.221764,2.370357,1.38538,12,10.212357,2.421332,1.43517
gave,gave,11,5.75746,2.173321,0.265148,12,5.755651,2.239765,0.191096,12,5.778892,2.34071,0.106121,12,5.788448,2.415408,0.069205,12,5.79033,2.431684,0.061327,12,5.792933,2.471079,0.049747
herself,herself,12,3.291879,2.364472,0.191151,12,3.241897,2.561738,0.321973,12,3.218258,2.672371,0.331661,12,3.213833,2.738658,0.32325,12,3.211267,2.751032,0.319348,12,3.212452,2.780844,0.309765
very,very,11,5.201291,2.471555,0.107083,11,5.151203,2.8056,0.243862,11,4.974646,3.313172,0.640801,11,4.9387,3.499384,0.760726,11,4.91678,3.599532,0.8485,11,4.904331,3.694083,0.913239
good,good,13,6.011708,0.875901,-1.59565,13,5.80617,1.721075,-1.08453,14,5.615929,2.49885,-0.814322,14,5.574498,2.796583,-0.702801,14,5.572645,2.913821,-0.685711,14,5.568525,3.008225,-0.685858
advice,<UNK>,9,3.107337,1.29394,0.418039,9,3.255455,2.133442,0.412367,9,3.208372,3.030817,0.531967,9,3.186211,3.388538,0.591955,9,3.167727,3.575016,0.661195,9,3.158395,3.69593,0.687705
though,though,13,7.567246,1.774063,0.480123,14,7.572104,2.236122,0.10268,14,7.604693,2.760179,-0.270638,14,7.515731,3.16839,-0.220148,14,7.486474,3.359505,-0.215511,14,7.412942,3.59937,-0.09656
she,she,10,1.162017,1.820615,0.046552,10,1.222001,2.151578,-0.084544,10,1.211122,2.526807,-0.233372,10,1.25031,2.864228,-0.304162,10,1.232485,3.079677,-0.279828,10,1.256858,3.283434,-0.315936
very,very,10,7.931892,2.752427,0.931812,10,7.81304,3.156319,1.00474,11,7.851672,3.601518,1.07471,11,7.876463,3.909107,1.04488,11,7.861982,4.157841,1.07816,11,7.856416,4.35773,1.0743
seldom,<UNK>,6,4.029144,2.700837,-0.05159,5,3.88659,3.209415,0.053096,6,3.807434,3.798502,0.196984,6,3.823003,4.087319,0.178212,6,3.774096,4.309209,0.151368,6,3.775531,4.500408,0.142678
followed,followed,15,5.378468,2.242496,-0.458341,15,5.309848,2.832092,-0.377323,16,5.286664,3.474686,-0.323816,16,5.301438,3.723496,-0.363823,16,5.367681,3.953661,-0.355548,16,5.359082,4.158471,-0.341937
it,it,9,2.85566,2.772012,0.529516,10,2.812059,3.350217,0.518125,10,2.778559,4.016531,0.541845,10,2.74839,4.288381,0.564885,10,2.746876,4.504042,0.550381,10,2.741661,4.70657,0.548099
and,and,15,1.50537,2.692673,-0.079339,15,1.319993,3.336259,-0.013958,15,1.277883,4.048934,0.032403,15,1.270864,4.250005,-0.038376,15,1.273804,4.428631,-0.075411,15,1.277149,4.698604,-0.007966
sometimes,sometimes,9,11.005822,0.838733,-1.85394,9,10.815549,1.466238,-1.87002,9,10.758663,2.149501,-1.89943,9,10.607902,2.546599,-1.70341,9,10.488263,2.827026,-1.60161,9,10.452699,3.032733,-1.66587
she,she,10,5.45337,2.14158,1.30285,11,6.284416,2.336883,0.870645,11,6.693199,2.967196,0.817695,11,6.75135,3.633694,1.0871,11,6.319607,3.622393,0.795367,11,6.374785,3.813305,0.780572
scolded,<UNK>,6,3.001947,2.148394,0.006814,6,2.963714,2.411014,0.074131,6,2.965676,3.023116,0.05592,6,3.001148,3.544584,-0.08911,6,2.960012,3.677758,0.055365,6,2.973799,3.858628,0.045323
herself,herself,13,3.81955,1.859144,-0.28925,20,3.819621,2.2081,-0.202914,21,3.855266,2.721613,-0.301503,21,3.876735,3.241844,-0.30274,21,3.846745,3.452431,-0.225327,21,3.845701,3.618293,-0.240335
so,so,14,5.252382,2.617785,0.758641,18,5.165461,3.194672,0.986572,19,5.124689,3.687471,0.965858,19,5.16196,4.110026,0.868182,19,5.139943,4.396063,0.943632,19,5.129804,4.571393,0.9531
severely,severely,13,7.849912,1.151225,-1.46656,14,7.767599,1.872059,-1.32261,15,7.780048,2.458213,-1.22926,16,7.828109,2.711853,-1.39817,14,7.806059,3.087037,-1.30903,15,7.809269,3.270741,-1.30065
as,as,10,2.399349,1.426059,0.274834,10,2.440904,2.073811,0.201752,10,2.437637,2.684816,0.226603,10,2.430929,2.950832,0.238979,10,2.432586,3.317568,0.230531,10,2.432159,3.485406,0.214665
to,to,12,6.277965,2.298664,0.872605,12,6.311672,2.795953,0.722142,12,6.106161,3.505022,0.820206,12,6.074494,3.839094,0.888262,12,6.097647,4.196096,0.878528,12,6.096662,4.365417,0.880011
bring,bring,14,5.971625,1.525645,-0.773019,16,5.949644,2.13887,-0.657083,16,5.966558,2.740376,-0.764646,18,5.978596,3.073548,-0.765546,16,5.984857,3.409461,-0.786635,17,5.987131,3.59235,-0.773067
tears,tears,15,10.372847,0.317954,-1.20769,17,10.310827,0.930678,-1.20819,17,10.275473,1.577333,-1.16304,19,10.25954,1.915272,-1.15828,17,10.256373,2.284144,-1.12532,18,10.249379,2.468811,-1.12354
into,into,16,4.227306,0.188234,-0.12972,16,4.245592,0.72891,-0.201768,16,4.262395,1.365372,-0.211961,17,4.264751,1.700166,-0.215106,16,4.257997,2.092897,-0.191247,16,4.266376,2.250776,-0.218035
her,her,13,2.738472,0.466082,0.277848,14,2.733863,1.004922,0.276012,14,2.72531,1.638359,0.272987,14,2.729592,1.966103,0.265937,14,2.728359,2.366782,0.273885,14,2.731481,2.519001,0.268225
eyes,eyes,18,3.997004,0.514575,0.048493,19,3.98424,1.069233,0.064311,19,4.002605,1.689613,0.051254,19,4.003165,2.019542,0.053439,19,4.000093,2.420197,0.053415,19,4.006214,2.567965,0.048964
and,and,16,1.770413,0.98289,0.468315,16,1.844649,1.504958,0.435725,16,1.696214,2.096634,0.407021,16,1.730311,2.401762,0.38222,16,1.692028,2.793994,0.373797,16,1.688803,2.945005,0.37704
once,once,17,6.79945,1.030452,0.047562,18,6.73392,1.860877,0.355919,18,6.721853,2.4404,0.343766,18,6.73162,2.720027,0.318265,18,6.723958,3.114568,0.320574,18,6.705107,3.335276,0.390271
she,she,12,1.753248,0.845239,-0.185213,12,1.824541,1.516589,-0.344288,12,1.780108,2.175403,-0.264997,12,1.809997,2.363385,-0.356642,12,1.787832,2.81716,-0.297408,12,1.795613,3.008493,-0.326783
remembered,remembered,10,5.264059,0.738275,-0.106964,10,5.249451,1.403311,-0.113278,10,5.275787,2.074038,-0.101365,10,5.270304,2.280927,-0.082458,10,5.282116,2.723111,-0.094049,10,5.283513,2.914668,-0.093825
trying,trying,11,8.413842,0.445139,-0.293136,13,8.488856,0.816666,-0.586645,13,8.481963,1.524622,-0.549416,13,8.413609,1.930708,-0.350219,13,8.462873,2.238942,-0.484169,13,8.45216,2.455174,-0.459494
to,to,13,0.439251,0.790557,0.345418,13,0.441047,1.1534,0.336734,13,0.439458,1.867313,0.342691,13,0.446545,2.260325,0.329617,13,0.441972,2.576985,0.338043,13,0.443446,2.789967,0.334793
box,box,15,14.091089,0.447046,-0.343511,16,14.036005,0.987447,-0.165953,16,14.037272,1.701943,-0.16537,16,14.045231,2.022775,-0.23755,16,14.033019,2.405112,-0.171873,16,14.041736,2.586364,-0.203603
her,her,16,2.86808,0.652291,0.205245,16,2.85285,1.249485,0.262038,16,2.852632,1.967202,0.265259,17,2.920024,2.127237,0.104462,16,2.882619,2.606994,0.201882,17,2.919388,2.695708,0.109344
own,own,17,5.092263,0.271841,-0.38045,17,4.993953,1.010759,-0.238726,17,4.997539,1.724089,-0.243113,17,5.003152,1.859772,-0.267465,17,4.999367,2.362583,-0.244411,17,5.002606,2.442796,-0.252912
ears,ears,17,7.860635,0.433543,0.161702,17,7.885492,1.15749,0.146731,17,7.88709,1.867044,0.142955,17,7.883577,2.019733,0.159961,17,7.888045,2.510541,0.147958,17,7.886345,2.59747,0.154674
for,for,17,3.990686,2.030001,1.59646,17,4.056904,2.543277,1.38579,17,4.119531,3.287542,1.4205,17,4.08727,3.462059,1.44233,17,4.125246,3.940477,1.42994,17,4.112054,4.04276,1.44529
having,having,17,7.475532,1.218833,-0.811168,17,7.566684,1.538753,-1.00452,17,7.510526,2.308261,-0.979281,17,7.520439,2.523209,-0.93885,17,7.502549,2.962949,-0.977528,17,7.505656,3.082874,-0.959886
cheated,<UNK>,5,2.513317,2.194695,0.975862,6,2.481645,2.53404,0.995287,5,2.489331,3.293684,0.985423,6,2.478083,3.508658,0.985449,6,2.485925,3.948632,0.985683,6,2.480268,4.071043,0.988169
herself,herself,21,6.28574,1.907275,-0.28742,21,6.319071,2.254516,-0.279524,21,6.328659,2.95434,-0.339344,21,6.335672,3.179633,-0.329025,21,6.316004,3.649946,-0.298686,21,6.322671,3.766385,-0.304658
in,in,21,3.681814,1.644048,-0.263227,21,3.660339,2.038741,-0.215775,21,3.687254,2.671955,-0.282385,21,3.684944,2.898507,-0.281126,21,3.672937,3.410016,-0.23993,21,3.671553,3.525576,-0.240809
